experiment_info	module	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	goslim_pir	perc_rank	cumelative_dist	monet_type	genes	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc
e019_R1	57	TRUE	6.406101474798408e-5	33	18	4	0.2222222222222222	0.12121212121212122	REAC:R-HSA-5673000	REAC	RAF activation	10790	1747		NA	0	0.021739130434782608	R1	-	1	33	10757	4	14	29	10743	10790	0.16224669598398986
e019_R1	57	TRUE	8.180023128086554e-5	35	18	4	0.2222222222222222	0.11428571428571428	REAC:R-HSA-111933	REAC	Calmodulin induced events	10790	290		NA	0.022222222222222223	0.06521739130434782	R1	-	2.5	35	10755	4	14	31	10741	10790	0.1574242845594006
e019_R1	57	TRUE	8.180023128086554e-5	35	18	4	0.2222222222222222	0.11428571428571428	REAC:R-HSA-111997	REAC	CaM pathway	10790	286		NA	0.022222222222222223	0.06521739130434782	R1	-	2.5	35	10755	4	14	31	10741	10790	0.1574242845594006
e019_R1	57	TRUE	1.0296544072324746e-4	37	18	4	0.2222222222222222	0.10810810810810811	REAC:R-HSA-111996	REAC	Ca-dependent events	10790	283		NA	0.06666666666666667	0.08695652173913043	R1	-	4	37	10753	4	14	33	10739	10790	0.15299509361868496
e019_R1	57	TRUE	1.378745543202869e-4	153	13	5	0.38461538461538464	0.032679738562091505	KEGG:04934	KEGG	Cushing syndrome	8161	384		NA	0.08888888888888889	0.10869565217391304	R1	-	5	153	8008	5	8	148	8000	8161	0.10774716331862752
e019_R1	57	TRUE	1.38218939983293e-4	10	18	3	0.16666666666666666	0.3	REAC:R-HSA-111932	REAC	CaMK IV-mediated phosphorylation of CREB	10790	287		NA	0.1111111111111111	0.13043478260869565	R1	-	6	10	10780	3	15	7	10765	10790	0.2226522926087812
e019_R1	57	TRUE	1.420348997420571e-4	40	18	4	0.2222222222222222	0.1	REAC:R-HSA-9656223	REAC	Signaling by RAF1 mutants	10790	2171		NA	0.13333333333333333	0.15217391304347827	R1	-	7	40	10750	4	14	36	10736	10790	0.14697948540343647
e019_R1	57	TRUE	1.4238332174636037e-4	154	13	5	0.38461538461538464	0.032467532467532464	KEGG:04261	KEGG	Adrenergic signaling in cardiomyocytes	8161	291		NA	0.15555555555555556	0.17391304347826086	R1	-	8	154	8007	5	8	149	7999	8161	0.10736750046610631
e019_R1	57	TRUE	1.5643409288432266e-4	67	13	4	0.3076923076923077	0.05970149253731343	KEGG:04720	KEGG	Long-term potentiation	8161	344		NA	0.17777777777777778	0.1956521739130435	R1	-	9	67	8094	4	9	63	8085	8161	0.13256901671414617
e019_R1	57	TRUE	1.572263947473934e-4	41	18	4	0.2222222222222222	0.0975609756097561	REAC:R-HSA-1489509	REAC	DAG and IP3 signaling	10790	410		NA	0.2	0.21739130434782608	R1	-	10	41	10749	4	14	37	10735	10790	0.14512116458425003
e019_R1	57	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-9649948	REAC	Signaling downstream of RAS mutants	10790	2203		NA	0.2222222222222222	0.30434782608695654	R1	-	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
e019_R1	57	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-6802946	REAC	Signaling by moderate kinase activity BRAF mutants	10790	2199		NA	0.2222222222222222	0.30434782608695654	R1	-	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
e019_R1	57	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-6802955	REAC	Paradoxical activation of RAF signaling by kinase inactive BRAF	10790	1626		NA	0.2222222222222222	0.30434782608695654	R1	-	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
e019_R1	57	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-6802949	REAC	Signaling by RAS mutants	10790	2174		NA	0.2222222222222222	0.30434782608695654	R1	-	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
e019_R1	63	TRUE	0.0031827763026028256	432	10	5	0.5	0.011574074074074073	GO:0045596	GO:BP	negative regulation of cell differentiation	16324	12147		GO:0050789	0	0.5	R1	-	1	432	15892	5	5	427	15887	16324	0.07304123593887463
e019_R1	64	TRUE	7.044204601542385e-6	8	9	3	0.3333333333333333	0.375	GO:0006069	GO:BP	ethanol oxidation	16324	1979		GO:0006066;GO:0006091	0	0.06666666666666667	R1	-	1	8	16316	3	6	5	16310	16324	0.35321750907888283
e019_R1	64	TRUE	1.4104761037302944e-5	12	8	3	0.375	0.25	REAC:R-HSA-71384	REAC	Ethanol oxidation	10790	826		GO:0006066;GO:0006091	0.07142857142857142	0.13333333333333333	R1	-	2	12	10778	3	5	9	10773	10790	0.3055613532744061
e019_R1	64	TRUE	5.712376311438475e-5	15	9	3	0.3333333333333333	0.2	GO:0006067	GO:BP	ethanol metabolic process	16324	1977		GO:0006066;GO:0006091	0.14285714285714285	0.2	R1	-	3	15	16309	3	6	12	16303	16324	0.2576765447081535
e019_R1	64	TRUE	1.336408981681418e-4	36	7	3	0.42857142857142855	0.08333333333333333	KEGG:00350	KEGG	Tyrosine metabolism	8161	41		GO:0006066;GO:0006091	0.21428571428571427	0.26666666666666666	R1	-	4	36	8125	3	4	33	8121	8161	0.18753141425090686
e019_R1	75	TRUE	0.003505245073864567	16	4	2	0.5	0.125	GO:0002029	GO:BP	desensitization of G protein-coupled receptor signaling pathway	16324	647		GO:0050789	0	0.3333333333333333	R1	-	1	16	16308	2	2	14	16306	16324	0.24966288313502252
e019_R1	77	TRUE	0.004686022997764687	5	11	2	0.18181818181818182	0.4	GO:0048003	GO:BP	antigen processing and presentation of lipid antigen via MHC class Ib	16324	13193		GO:0002376	0	1	R1	-	2	5	16319	2	9	3	16310	16324	0.2693576426662483
e019_R1	77	TRUE	0.004686022997764687	5	11	2	0.18181818181818182	0.4	GO:0048006	GO:BP	antigen processing and presentation, endogenous lipid antigen via MHC class Ib	16324	13194		GO:0002376	0	1	R1	-	2	5	16319	2	9	3	16310	16324	0.2693576426662483
e019_R1	77	TRUE	0.004686022997764687	5	11	2	0.18181818181818182	0.4	GO:0048007	GO:BP	antigen processing and presentation, exogenous lipid antigen via MHC class Ib	16324	13195		GO:0002376	0	1	R1	-	2	5	16319	2	9	3	16310	16324	0.2693576426662483
e019_R1	90	TRUE	5.121860326311558e-4	35	8	3	0.375	0.08571428571428572	GO:1903202	GO:BP	negative regulation of oxidative stress-induced cell death	16324	23905		GO:0050789	0	0.09090909090909091	R1	-	1	35	16289	3	5	32	16284	16324	0.1784943763228848
e019_R1	90	TRUE	0.0013494746488519167	48	8	3	0.375	0.0625	GO:0070227	GO:BP	lymphocyte apoptotic process	16324	16922		GO:0050789	0.1	0.18181818181818182	R1	-	2	48	16276	3	5	45	16271	16324	0.15215377144751277
e019_R1	90	TRUE	0.001437153080175935	49	8	3	0.375	0.061224489795918366	GO:0048661	GO:BP	positive regulation of smooth muscle cell proliferation	16324	13659		GO:0050789	0.2	0.2727272727272727	R1	-	3	49	16275	3	5	46	16270	16324	0.15057300925448594
e019_R1	98	TRUE	7.505911317988042e-4	2	13	2	0.15384615384615385	1	GO:0097156	GO:BP	fasciculation of motor neuron axon	16324	19551		GO:0008037;GO:0016043	0	0.16666666666666666	R1	-	1	2	16322	2	11	0	16311	16324	0.3921000780771072
e019_R1	98	TRUE	9.854101069618742e-4	28	12	3	0.25	0.10714285714285714	REAC:R-HSA-3928663	REAC	EPHA-mediated growth cone collapse	10790	782		GO:0008037;GO:0016043	0.2	0.3333333333333333	R1	-	2	28	10762	3	9	25	10753	10790	0.16226540910683815
e019_R1	100	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9632693	REAC	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	10790	837		NA	0	0.8571428571428571	R1	-	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
e019_R1	100	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9630747	REAC	Diseases of Cellular Senescence	10790	719		NA	0	0.8571428571428571	R1	-	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
e019_R1	100	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9675132	REAC	Diseases of cellular response to stress	10790	726		NA	0	0.8571428571428571	R1	-	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
e019_R1	100	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9630794	REAC	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	10790	831		NA	0	0.8571428571428571	R1	-	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
e019_R1	100	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9630750	REAC	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	10790	833		NA	0	0.8571428571428571	R1	-	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
e019_R1	100	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9632700	REAC	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	10790	835		NA	0	0.8571428571428571	R1	-	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
e019_R1	101	TRUE	2.2664351239813402e-4	45	42	5	0.11904761904761904	0.1111111111111111	KEGG:03420	KEGG	Nucleotide excision repair	8161	233		NA	0	0.25	R1	-	1	45	8116	5	37	40	8079	8161	0.11027164233767524
e019_R1	106	TRUE	5.4929750810964076e-5	27	7	3	0.42857142857142855	0.1111111111111111	KEGG:04966	KEGG	Collecting duct acid secretion	8161	393		NA	0	0.06666666666666667	R1	-	1	27	8134	3	4	24	8130	8161	0.2169854871453367
e019_R1	106	TRUE	1.658825349330206e-4	26	8	3	0.375	0.11538461538461539	REAC:R-HSA-77387	REAC	Insulin receptor recycling	10790	1150		NA	0.07142857142857142	0.13333333333333333	R1	-	2	26	10764	3	5	23	10759	10790	0.20700215743787365
e019_R1	106	TRUE	2.8628660308482857e-4	31	8	3	0.375	0.0967741935483871	REAC:R-HSA-917977	REAC	Transferrin endocytosis and recycling	10790	2428		NA	0.14285714285714285	0.2	R1	-	3	31	10759	3	5	28	10754	10790	0.18938305579677253
e019_R1	106	TRUE	3.649677073958562e-4	50	7	3	0.42857142857142855	0.06	KEGG:05110	KEGG	Vibrio cholerae infection	8161	417		NA	0.21428571428571427	0.26666666666666666	R1	-	4	50	8111	3	4	47	8107	8161	0.15861882793197618
e019_R1	111	TRUE	0.008964157463977664	11	9	2	0.2222222222222222	0.18181818181818182	REAC:R-HSA-189085	REAC	Digestion of dietary carbohydrate	10790	706		NA	0	1	R1	-	1.5	11	10779	2	7	9	10772	10790	0.20027103341811897
e019_R1	111	TRUE	0.008964157463977664	11	9	2	0.2222222222222222	0.18181818181818182	REAC:R-HSA-389359	REAC	CD28 dependent Vav1 pathway	10790	257		NA	0	1	R1	-	1.5	11	10779	2	7	9	10772	10790	0.20027103341811897
e019_R1	122	TRUE	2.5367023408624243e-7	14	12	4	0.3333333333333333	0.2857142857142857	REAC:R-HSA-622327	REAC	Postsynaptic nicotinic acetylcholine receptors	10790	1689		GO:0050896	0	0.2857142857142857	R1	-	1.5	14	10776	4	8	10	10768	10790	0.3077762665922278
e019_R1	122	TRUE	2.5367023408624243e-7	14	12	4	0.3333333333333333	0.2857142857142857	REAC:R-HSA-181431	REAC	Acetylcholine binding and downstream events	10790	50		GO:0050896	0	0.2857142857142857	R1	-	1.5	14	10776	4	8	10	10768	10790	0.3077762665922278
e019_R1	126	TRUE	3.1087093572625894e-5	132	12	5	0.4166666666666667	0.03787878787878788	GO:1905952	GO:BP	regulation of lipid localization	16324	26269		GO:0050789	0	0.25	R1	-	1	132	16192	5	7	127	16185	16324	0.12373823955831503
e019_R1	152	TRUE	0.0036887706291920306	16	7	2	0.2857142857142857	0.125	KEGG:00430	KEGG	Taurine and hypotaurine metabolism	8161	56		GO:0008152	0	0.25	R1	-	1	16	8145	2	5	14	8140	8161	0.18795033565014044
e019_R1	154	TRUE	0.003061067383222308	11	6	2	0.3333333333333333	0.18181818181818182	REAC:R-HSA-211999	REAC	CYP2E1 reactions	10790	282		NA	0	0.5	R1	-	1	11	10779	2	4	9	10775	10790	0.2456235596274126
e019_R1	174	TRUE	7.102500576242481e-4	39	10	3	0.3	0.07692307692307693	KEGG:00260	KEGG	Glycine, serine and threonine metabolism	8161	28		NA	0	0.5	R1	-	1	39	8122	3	7	36	8115	8161	0.14994142639074223
e019_R1	184	TRUE	7.745949622944266e-5	43	15	4	0.26666666666666666	0.09302325581395349	GO:0007215	GO:BP	glutamate receptor signaling pathway	16324	2836		GO:0050789	0	0.3333333333333333	R1	-	1	43	16281	4	11	39	16270	16324	0.15622163722422952
e019_R1	190	TRUE	1.0607980893125529e-6	5	9	3	0.3333333333333333	0.6	REAC:R-HSA-190370	REAC	FGFR1b ligand binding and activation	10790	856		NA	0	0.02127659574468085	R1	-	1	5	10785	3	6	2	10779	10790	0.4468818115921736
e019_R1	190	TRUE	5.384479509966172e-6	27	13	4	0.3076923076923077	0.14814814814814814	GO:0006730	GO:BP	one-carbon metabolic process	16324	2489		NA	0.021739130434782608	0.0425531914893617	R1	-	2	27	16297	4	9	23	16288	16324	0.2126170246027442
e019_R1	190	TRUE	8.895841772464355e-6	9	9	3	0.3333333333333333	0.3333333333333333	REAC:R-HSA-190377	REAC	FGFR2b ligand binding and activation	10790	862		NA	0.043478260869565216	0.06382978723404255	R1	-	3	9	10781	3	6	6	10775	10790	0.3327767986890518
e019_R1	190	TRUE	1.7459394367494095e-5	11	9	3	0.3333333333333333	0.2727272727272727	REAC:R-HSA-190242	REAC	FGFR1 ligand binding and activation	10790	854		NA	0.06521739130434782	0.10638297872340426	R1	-	4.5	11	10779	3	6	8	10773	10790	0.30086804708515047
e019_R1	190	TRUE	1.7459394367494095e-5	11	9	3	0.3333333333333333	0.2727272727272727	REAC:R-HSA-5654219	REAC	Phospholipase C-mediated cascade: FGFR1	10790	1654		NA	0.06521739130434782	0.10638297872340426	R1	-	4.5	11	10779	3	6	8	10773	10790	0.30086804708515047
e019_R1	190	TRUE	2.3269477537293803e-5	12	9	3	0.3333333333333333	0.25	REAC:R-HSA-1475029	REAC	Reversible hydration of carbon dioxide	10790	1980		NA	0.10869565217391304	0.1276595744680851	R1	-	6	12	10778	3	6	9	10772	10790	0.2879922470883493
e019_R1	190	TRUE	3.0237696045931696e-5	13	9	3	0.3333333333333333	0.23076923076923078	REAC:R-HSA-5654688	REAC	SHC-mediated cascade:FGFR1	10790	2011		NA	0.13043478260869565	0.14893617021276595	R1	-	7	13	10777	3	6	10	10771	10790	0.27662964617647606
e019_R1	190	TRUE	3.280458264058928e-5	17	9	3	0.3333333333333333	0.17647058823529413	KEGG:00910	KEGG	Nitrogen metabolism	8161	139		NA	0.15217391304347827	0.1702127659574468	R1	-	8	17	8144	3	6	14	8138	8161	0.24140453559945343
e019_R1	190	TRUE	3.84682785173145e-5	14	9	3	0.3333333333333333	0.21428571428571427	REAC:R-HSA-2033519	REAC	Activated point mutants of FGFR2	10790	65		NA	0.17391304347826086	0.2127659574468085	R1	-	9.5	14	10776	3	6	11	10770	10790	0.2665049779971487
e019_R1	190	TRUE	3.84682785173145e-5	14	9	3	0.3333333333333333	0.21428571428571427	REAC:R-HSA-5654221	REAC	Phospholipase C-mediated cascade; FGFR2	10790	1655		NA	0.17391304347826086	0.2127659574468085	R1	-	9.5	14	10776	3	6	11	10770	10790	0.2665049779971487
e019_R1	190	TRUE	4.806527821598965e-5	15	9	3	0.3333333333333333	0.2	REAC:R-HSA-5654689	REAC	PI-3K cascade:FGFR1	10790	1579		NA	0.21739130434782608	0.23404255319148937	R1	-	11	15	10775	3	6	12	10769	10790	0.25740834828406495
e019_R1	190	TRUE	5.913257321028209e-5	16	9	3	0.3333333333333333	0.1875	REAC:R-HSA-5654699	REAC	SHC-mediated cascade:FGFR2	10790	2012		NA	0.2391304347826087	0.2978723404255319	R1	-	13	16	10774	3	6	13	10768	10790	0.2491765383076245
e019_R1	190	TRUE	5.913257321028209e-5	16	9	3	0.3333333333333333	0.1875	REAC:R-HSA-5654693	REAC	FRS-mediated FGFR1 signaling	10790	881		NA	0.2391304347826087	0.2978723404255319	R1	-	13	16	10774	3	6	13	10768	10790	0.2491765383076245
e019_R1	190	TRUE	5.913257321028209e-5	16	9	3	0.3333333333333333	0.1875	REAC:R-HSA-190241	REAC	FGFR2 ligand binding and activation	10790	860		NA	0.2391304347826087	0.2978723404255319	R1	-	13	16	10774	3	6	13	10768	10790	0.2491765383076245
e019_R1	199	TRUE	0.004010989751630588	30	3	2	0.6666666666666666	0.06666666666666667	REAC:R-HSA-8874081	REAC	MET activates PTK2 signaling	10790	1295		NA	0	0.5	R1	-	1	30	10760	2	1	28	10759	10790	0.21026098070965227
e019_R1	208	TRUE	1.5380569324206586e-11	101	8	7	0.875	0.06930693069306931	KEGG:05142	KEGG	Chagas disease	8161	427		GO:0050896;GO:0050789	0	0.013888888888888888	R1	-	1	101	8060	7	1	94	8059	8161	0.24441227440244798
e019_R1	208	TRUE	6.778925808366184e-10	54	10	6	0.6	0.1111111111111111	REAC:R-HSA-112040	REAC	G-protein mediated events	10790	944		GO:0050896;GO:0050789	0.014084507042253521	0.027777777777777776	R1	-	2	54	10736	6	4	48	10732	10790	0.2568073895848678
e019_R1	208	TRUE	7.780552704948492e-9	214	10	7	0.7	0.03271028037383177	GO:0007188	GO:BP	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	16324	2811		GO:0050896;GO:0050789	0.028169014084507043	0.041666666666666664	R1	-	3	214	16110	7	3	207	16107	16324	0.14951308062377713
e019_R1	208	TRUE	1.145637503708203e-8	32	10	5	0.5	0.15625	REAC:R-HSA-392518	REAC	Signal amplification	10790	2090		GO:0050896;GO:0050789	0.04225352112676056	0.05555555555555555	R1	-	4	32	10758	5	5	27	10753	10790	0.2783925810044122
e019_R1	208	TRUE	1.6155022485855394e-8	90	10	6	0.6	0.06666666666666667	REAC:R-HSA-111885	REAC	Opioid Signalling	10790	1554		GO:0050896;GO:0050789	0.056338028169014086	0.06944444444444445	R1	-	5	90	10700	6	4	84	10696	10790	0.1981391768176463
e019_R1	208	TRUE	2.3481793632414818e-8	132	8	6	0.75	0.045454545454545456	KEGG:04728	KEGG	Dopaminergic synapse	8161	352		GO:0050896;GO:0050789	0.07042253521126761	0.08333333333333333	R1	-	6	132	8029	6	2	126	8027	8161	0.18222365847070704
e019_R1	208	TRUE	4.930863041547195e-8	59	8	5	0.625	0.0847457627118644	KEGG:04730	KEGG	Long-term depression	8161	353		GO:0050896;GO:0050789	0.08450704225352113	0.09722222222222222	R1	-	7	59	8102	5	3	54	8099	8161	0.2284202941521406
e019_R1	208	TRUE	1.029874285916546e-7	14	10	4	0.4	0.2857142857142857	REAC:R-HSA-170670	REAC	Adenylate cyclase inhibitory pathway	10790	116		GO:0050896;GO:0050789	0.09859154929577464	0.1111111111111111	R1	-	8	14	10776	4	6	10	10770	10790	0.3373402919317144
e019_R1	208	TRUE	6.273353816384449e-7	97	8	5	0.625	0.05154639175257732	KEGG:04713	KEGG	Circadian entrainment	8161	342		GO:0050896;GO:0050789	0.11267605633802817	0.125	R1	-	9	97	8064	5	3	92	8061	8161	0.1772188440322452
e019_R1	208	TRUE	7.700862726862207e-7	101	8	5	0.625	0.04950495049504951	KEGG:04916	KEGG	Melanogenesis	8161	366		GO:0050896;GO:0050789	0.1267605633802817	0.1388888888888889	R1	-	10	101	8060	5	3	96	8057	8161	0.17357832595171632
e019_R1	208	TRUE	1.2998403229954405e-6	112	8	5	0.625	0.044642857142857144	KEGG:04726	KEGG	Serotonergic synapse	8161	350		GO:0050896;GO:0050789	0.14084507042253522	0.1527777777777778	R1	-	11	112	8049	5	3	107	8046	8161	0.16458382682421965
e019_R1	208	TRUE	1.3595969008997786e-6	113	8	5	0.625	0.04424778761061947	KEGG:04725	KEGG	Cholinergic synapse	8161	349		GO:0050896;GO:0050789	0.15492957746478872	0.16666666666666666	R1	-	12	113	8048	5	3	108	8045	8161	0.1638312933894149
e019_R1	208	TRUE	1.421523288245606e-6	114	8	5	0.625	0.043859649122807015	KEGG:04724	KEGG	Glutamatergic synapse	8161	348		GO:0050896;GO:0050789	0.16901408450704225	0.18055555555555555	R1	-	13	114	8047	5	3	109	8044	8161	0.16308858173670093
e019_R1	208	TRUE	1.6039757744295988e-6	28	10	4	0.4	0.14285714285714285	GO:0007212	GO:BP	dopamine receptor signaling pathway	16324	2833		GO:0050896;GO:0050789	0.18309859154929578	0.19444444444444445	R1	-	14	28	16296	4	6	24	16290	16324	0.238298053059367
e019_R1	208	TRUE	2.6527802748003484e-6	129	8	5	0.625	0.03875968992248062	KEGG:04926	KEGG	Relaxin signaling pathway	8161	376		GO:0050896;GO:0050789	0.19718309859154928	0.20833333333333334	R1	-	15	129	8032	5	3	124	8029	8161	0.15299524397291794
e019_R1	208	TRUE	3.5916055739562615e-6	137	8	5	0.625	0.0364963503649635	KEGG:04915	KEGG	Estrogen signaling pathway	8161	365		GO:0050896;GO:0050789	0.2112676056338028	0.2222222222222222	R1	-	16	137	8024	5	3	132	8021	8161	0.14829601881632845
e019_R1	208	TRUE	5.295625032680196e-6	148	8	5	0.625	0.033783783783783786	KEGG:04723	KEGG	Retrograde endocannabinoid signaling	8161	347		GO:0050896;GO:0050789	0.22535211267605634	0.2361111111111111	R1	-	17	148	8013	5	3	143	8010	8161	0.14246011442411413
e019_R1	208	TRUE	6.4650007141029016e-6	154	8	5	0.625	0.032467532467532464	KEGG:04921	KEGG	Oxytocin signaling pathway	8161	371		GO:0050896;GO:0050789	0.23943661971830985	0.25	R1	-	18	154	8007	5	3	149	8004	8161	0.13954040711881002
