experiment_info	module	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	goslim_pir	perc_rank	cumelative_dist	monet_type	genes	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc
e019_R1	4	TRUE	3.864164320364644e-12	47	25	8	0.32	0.1702127659574468	GO:1990573	GO:BP	potassium ion import across plasma membrane	16324	26463		GO:0006936;GO:0006811	0.020833333333333332	0.04081632653061224	R1	-	2	47	16277	8	17	39	16260	16324	0.2317953574358597
e019_R1	4	TRUE	2.984819278450741e-9	103	21	8	0.38095238095238093	0.07766990291262135	REAC:R-HSA-1296071	REAC	Potassium Channels	10790	1690		GO:0006936;GO:0006811	0.041666666666666664	0.061224489795918366	R1	-	3	103	10687	8	13	95	10674	10790	0.16867331975464805
e019_R1	4	TRUE	3.2928751939751986e-9	4	21	4	0.19047619047619047	1	REAC:R-HSA-1296025	REAC	ATP sensitive Potassium channels	10790	35		GO:0006936;GO:0006811	0.0625	0.08163265306122448	R1	-	4	4	10786	4	17	0	10769	10790	0.43609170787610196
e019_R1	4	TRUE	5.500451785399038e-9	112	25	8	0.32	0.07142857142857142	GO:0099587	GO:BP	inorganic ion import across plasma membrane	16324	20214		GO:0006936;GO:0006811	0.08333333333333333	0.12244897959183673	R1	-	5.5	112	16212	8	17	104	16195	16324	0.14856820423404307
e019_R1	4	TRUE	5.500451785399038e-9	112	25	8	0.32	0.07142857142857142	GO:0098659	GO:BP	inorganic cation import across plasma membrane	16324	19865		GO:0006936;GO:0006811	0.08333333333333333	0.12244897959183673	R1	-	5.5	112	16212	8	17	104	16195	16324	0.14856820423404307
e019_R1	4	TRUE	2.2157277435140085e-7	177	25	8	0.32	0.04519774011299435	GO:0098739	GO:BP	import across plasma membrane	16324	19917		GO:0006936;GO:0006811	0.125	0.14285714285714285	R1	-	7	177	16147	8	17	169	16130	16324	0.11691298163908082
e019_R1	4	TRUE	3.1543959082206545e-7	185	25	8	0.32	0.043243243243243246	GO:0071805	GO:BP	potassium ion transmembrane transport	16324	17873		GO:0006936;GO:0006811	0.14583333333333334	0.16326530612244897	R1	-	8	185	16139	8	17	177	16122	16324	0.11420421348991472
e019_R1	4	TRUE	6.109315993227041e-7	201	25	8	0.32	0.03980099502487562	GO:0006813	GO:BP	potassium ion transport	16324	2549		GO:0006936;GO:0006811	0.16666666666666666	0.1836734693877551	R1	-	9	201	16123	8	17	193	16106	16324	0.10927078887597261
e019_R1	4	TRUE	1.4435535410429932e-6	224	25	8	0.32	0.03571428571428571	GO:0098657	GO:BP	import into cell	16324	19863		GO:0006936;GO:0006811	0.1875	0.20408163265306123	R1	-	10	224	16100	8	17	216	16083	16324	0.10310857525967372
e019_R1	4	TRUE	7.577998729355856e-5	29	21	4	0.19047619047619047	0.13793103448275862	REAC:R-HSA-997272	REAC	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	10790	1128		GO:0006936;GO:0006811	0.20833333333333334	0.2653061224489796	R1	-	12	29	10761	4	17	25	10744	10790	0.16017219252933437
e019_R1	4	TRUE	7.577998729355856e-5	29	21	4	0.19047619047619047	0.13793103448275862	REAC:R-HSA-1296059	REAC	G protein gated Potassium channels	10790	941		GO:0006936;GO:0006811	0.20833333333333334	0.2653061224489796	R1	-	12	29	10761	4	17	25	10744	10790	0.16017219252933437
e019_R1	4	TRUE	7.577998729355856e-5	29	21	4	0.19047619047619047	0.13793103448275862	REAC:R-HSA-1296041	REAC	Activation of G protein gated Potassium channels	10790	78		GO:0006936;GO:0006811	0.20833333333333334	0.2653061224489796	R1	-	12	29	10761	4	17	25	10744	10790	0.16017219252933437
e019_R1	5	TRUE	4.102500520200147e-24	18	24	11	0.4583333333333333	0.6111111111111112	REAC:R-HSA-163210	REAC	Formation of ATP by chemiosmotic coupling	10790	898		GO:0006119;GO:0009117	0	0.02040816326530612	R1	-	1	18	10772	11	13	7	10759	10790	0.5283397621500766
e019_R1	5	TRUE	2.1683110477042165e-23	31	24	12	0.5	0.3870967741935484	REAC:R-HSA-8949613	REAC	Cristae formation	10790	393		GO:0006119;GO:0009117	0.020833333333333332	0.04081632653061224	R1	-	2	31	10759	12	12	19	10747	10790	0.4385311033140801
e019_R1	5	TRUE	1.2171573286096923e-17	232	21	15	0.7142857142857143	0.06465517241379311	KEGG:04714	KEGG	Thermogenesis	8161	343		GO:0006119;GO:0009117	0.041666666666666664	0.061224489795918366	R1	-	3	232	7929	15	6	217	7923	8161	0.20961469216972042
e019_R1	5	TRUE	5.2346027349919394e-17	92	24	12	0.5	0.13043478260869565	REAC:R-HSA-1592230	REAC	Mitochondrial biogenesis	10790	1387		GO:0006119;GO:0009117	0.0625	0.08163265306122448	R1	-	4	92	10698	12	12	80	10686	10790	0.2523799498869037
e019_R1	5	TRUE	6.889595048507297e-17	66	28	11	0.39285714285714285	0.16666666666666666	GO:0042776	GO:BP	proton motive force-driven mitochondrial ATP synthesis	16324	10938		GO:0006119;GO:0009117	0.08333333333333333	0.10204081632653061	R1	-	5	66	16258	11	17	55	16241	16324	0.25398114608620037
e019_R1	5	TRUE	2.2672984194486805e-16	73	28	11	0.39285714285714285	0.1506849315068493	GO:0015986	GO:BP	proton motive force-driven ATP synthesis	16324	5185		GO:0006119;GO:0009117	0.10416666666666667	0.12244897959183673	R1	-	6	73	16251	11	17	62	16234	16324	0.24128275905037885
e019_R1	5	TRUE	2.9637270952149195e-15	91	28	11	0.39285714285714285	0.12087912087912088	GO:0006754	GO:BP	ATP biosynthetic process	16324	2506		GO:0006119;GO:0009117	0.125	0.14285714285714285	R1	-	7	91	16233	11	17	80	16216	16324	0.21561199037617762
e019_R1	5	TRUE	2.9916077041461335e-15	127	24	12	0.5	0.09448818897637795	REAC:R-HSA-163200	REAC	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	10790	1964		GO:0006119;GO:0009117	0.14583333333333334	0.16326530612244897	R1	-	8	127	10663	12	12	115	10651	10790	0.21373843951639482
e019_R1	5	TRUE	3.810453232079394e-15	93	28	11	0.39285714285714285	0.11827956989247312	GO:0009145	GO:BP	purine nucleoside triphosphate biosynthetic process	16324	3388		GO:0006119;GO:0009117	0.16666666666666666	0.20408163265306123	R1	-	9.5	93	16231	11	17	82	16214	16324	0.2132266446156684
e019_R1	5	TRUE	3.810453232079394e-15	93	28	11	0.39285714285714285	0.11827956989247312	GO:0009206	GO:BP	purine ribonucleoside triphosphate biosynthetic process	16324	3448		GO:0006119;GO:0009117	0.16666666666666666	0.20408163265306123	R1	-	9.5	93	16231	11	17	82	16214	16324	0.2132266446156684
e019_R1	5	TRUE	6.969779934851485e-15	98	28	11	0.39285714285714285	0.11224489795918367	GO:0009201	GO:BP	ribonucleoside triphosphate biosynthetic process	16324	3443		GO:0006119;GO:0009117	0.20833333333333334	0.22448979591836735	R1	-	11	98	16226	11	17	87	16209	16324	0.2075836236625005
e019_R1	5	TRUE	1.910832571600014e-14	107	28	11	0.39285714285714285	0.102803738317757	GO:0009142	GO:BP	nucleoside triphosphate biosynthetic process	16324	3385		GO:0006119;GO:0009117	0.22916666666666666	0.24489795918367346	R1	-	12	107	16217	11	17	96	16200	16324	0.1984336527397316
e019_R1	5	TRUE	5.299558798213267e-14	117	28	11	0.39285714285714285	0.09401709401709402	GO:0046034	GO:BP	ATP metabolic process	16324	12513		GO:0006119;GO:0009117	0.25	0.2653061224489796	R1	-	13	117	16207	11	17	106	16190	16324	0.18952171604223014
e019_R1	6	TRUE	5.270802926965621e-25	43	19	13	0.6842105263157895	0.3023255813953488	KEGG:03022	KEGG	Basal transcription factors	8161	213		GO:0009059;GO:0006281;GO:0016070	0	0.017241379310344827	R1	-	1	43	8118	13	6	30	8112	8161	0.4530313689598902
e019_R1	6	TRUE	4.1451150232568964e-23	46	25	13	0.52	0.2826086956521739	REAC:R-HSA-73779	REAC	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	10790	1802		GO:0009059;GO:0006281;GO:0016070	0.017543859649122806	0.1206896551724138	R1	-	4.5	46	10744	13	12	33	10732	10790	0.3814614294792468
e019_R1	6	TRUE	4.1451150232568964e-23	46	25	13	0.52	0.2826086956521739	REAC:R-HSA-167161	REAC	HIV Transcription Initiation	10790	1047		GO:0009059;GO:0006281;GO:0016070	0.017543859649122806	0.1206896551724138	R1	-	4.5	46	10744	13	12	33	10732	10790	0.3814614294792468
e019_R1	6	TRUE	4.1451150232568964e-23	46	25	13	0.52	0.2826086956521739	REAC:R-HSA-76042	REAC	RNA Polymerase II Transcription Initiation And Promoter Clearance	10790	1801		GO:0009059;GO:0006281;GO:0016070	0.017543859649122806	0.1206896551724138	R1	-	4.5	46	10744	13	12	33	10732	10790	0.3814614294792468
e019_R1	6	TRUE	4.1451150232568964e-23	46	25	13	0.52	0.2826086956521739	REAC:R-HSA-73776	REAC	RNA Polymerase II Promoter Escape	10790	1797		GO:0009059;GO:0006281;GO:0016070	0.017543859649122806	0.1206896551724138	R1	-	4.5	46	10744	13	12	33	10732	10790	0.3814614294792468
e019_R1	6	TRUE	4.1451150232568964e-23	46	25	13	0.52	0.2826086956521739	REAC:R-HSA-75953	REAC	RNA Polymerase II Transcription Initiation	10790	1800		GO:0009059;GO:0006281;GO:0016070	0.017543859649122806	0.1206896551724138	R1	-	4.5	46	10744	13	12	33	10732	10790	0.3814614294792468
e019_R1	6	TRUE	4.1451150232568964e-23	46	25	13	0.52	0.2826086956521739	REAC:R-HSA-167162	REAC	RNA Polymerase II HIV Promoter Escape	10790	1795		GO:0009059;GO:0006281;GO:0016070	0.017543859649122806	0.1206896551724138	R1	-	4.5	46	10744	13	12	33	10732	10790	0.3814614294792468
e019_R1	6	TRUE	4.797377178846518e-22	45	19	12	0.631578947368421	0.26666666666666666	KEGG:03420	KEGG	Nucleotide excision repair	8161	233		GO:0009059;GO:0006281;GO:0016070	0.12280701754385964	0.13793103448275862	R1	-	8	45	8116	12	7	33	8109	8161	0.4084103327460319
e019_R1	6	TRUE	1.5371651249564143e-20	69	25	13	0.52	0.18840579710144928	REAC:R-HSA-167172	REAC	Transcription of the HIV genome	10790	2407		GO:0009059;GO:0006281;GO:0016070	0.14035087719298245	0.15517241379310345	R1	-	9	69	10721	13	12	56	10709	10790	0.310507176555668
e019_R1	6	TRUE	1.2390658705323597e-19	80	25	13	0.52	0.1625	REAC:R-HSA-674695	REAC	RNA Polymerase II Pre-transcription Events	10790	1796		GO:0009059;GO:0006281;GO:0016070	0.15789473684210525	0.1724137931034483	R1	-	10	80	10710	13	12	67	10698	10790	0.2879461078121877
e019_R1	6	TRUE	1.0064377459688397e-18	26	25	10	0.4	0.38461538461538464	REAC:R-HSA-77075	REAC	RNA Pol II CTD phosphorylation and interaction with CE	10790	1787		GO:0009059;GO:0006281;GO:0016070	0.17543859649122806	0.20689655172413793	R1	-	11.5	26	10764	10	15	16	10749	10790	0.39079298650676125
e019_R1	6	TRUE	1.0064377459688397e-18	26	25	10	0.4	0.38461538461538464	REAC:R-HSA-167160	REAC	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	10790	1788		GO:0009059;GO:0006281;GO:0016070	0.17543859649122806	0.20689655172413793	R1	-	11.5	26	10764	10	15	16	10749	10790	0.39079298650676125
e019_R1	6	TRUE	2.480198833943751e-18	28	25	10	0.4	0.35714285714285715	REAC:R-HSA-72086	REAC	mRNA Capping	10790	2561		GO:0009059;GO:0006281;GO:0016070	0.21052631578947367	0.22413793103448276	R1	-	13	28	10762	10	15	18	10747	10790	0.37643695730980364
e019_R1	6	TRUE	1.2130809596876225e-17	32	25	10	0.4	0.3125	REAC:R-HSA-167158	REAC	Formation of the HIV-1 Early Elongation Complex	10790	916		GO:0009059;GO:0006281;GO:0016070	0.22807017543859648	0.25862068965517243	R1	-	14.5	32	10758	10	15	22	10743	10790	0.3518614517975124
e019_R1	6	TRUE	1.2130809596876225e-17	32	25	10	0.4	0.3125	REAC:R-HSA-113418	REAC	Formation of the Early Elongation Complex	10790	914		GO:0009059;GO:0006281;GO:0016070	0.22807017543859648	0.25862068965517243	R1	-	14.5	32	10758	10	15	22	10743	10790	0.3518614517975124
e019_R1	7	TRUE	1.6998006314301527e-49	43	28	23	0.8214285714285714	0.5348837209302325	KEGG:03022	KEGG	Basal transcription factors	8161	213		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0	0.01818181818181818	R1	-	1	43	8118	23	5	20	8113	8161	0.6614748772569595
e019_R1	7	TRUE	4.58144183335009e-36	30	38	17	0.4473684210526316	0.5666666666666667	GO:0035521	GO:BP	monoubiquitinated histone deubiquitination	16324	9570		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.018518518518518517	0.05454545454545454	R1	-	2.5	30	16294	17	21	13	16273	16324	0.5024747685200135
e019_R1	7	TRUE	4.58144183335009e-36	30	38	17	0.4473684210526316	0.5666666666666667	GO:0035522	GO:BP	monoubiquitinated histone H2A deubiquitination	16324	9571		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.018518518518518517	0.05454545454545454	R1	-	2.5	30	16294	17	21	13	16273	16324	0.5024747685200135
e019_R1	7	TRUE	3.265044379527199e-34	36	38	17	0.4473684210526316	0.4722222222222222	GO:0035520	GO:BP	monoubiquitinated protein deubiquitination	16324	9569		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.05555555555555555	0.07272727272727272	R1	-	4	36	16288	17	21	19	16267	16324	0.45840059879540246
e019_R1	7	TRUE	6.564284085968482e-32	46	38	17	0.4473684210526316	0.3695652173913043	GO:0016578	GO:BP	histone deubiquitination	16324	5388		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.07407407407407407	0.09090909090909091	R1	-	5	46	16278	17	21	29	16257	16324	0.4050912093846531
e019_R1	7	TRUE	8.776069404035658e-32	132	38	21	0.5526315789473685	0.1590909090909091	GO:0006352	GO:BP	DNA-templated transcription initiation	16324	2177		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.09259259259259259	0.10909090909090909	R1	-	6	132	16192	21	17	111	16175	16324	0.2937027347445406
e019_R1	7	TRUE	1.5884909908786498e-31	48	38	17	0.4473684210526316	0.3541666666666667	GO:0043966	GO:BP	histone H3 acetylation	16324	11488		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.1111111111111111	0.12727272727272726	R1	-	7	48	16276	17	21	31	16255	16324	0.39647708226791145
e019_R1	7	TRUE	3.161826288110209e-31	46	32	17	0.53125	0.3695652173913043	REAC:R-HSA-167162	REAC	RNA Polymerase II HIV Promoter Escape	10790	1795		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.12962962962962962	0.23636363636363636	R1	-	10.5	46	10744	17	15	29	10729	10790	0.44113191558010006
e019_R1	7	TRUE	3.161826288110209e-31	46	32	17	0.53125	0.3695652173913043	REAC:R-HSA-73776	REAC	RNA Polymerase II Promoter Escape	10790	1797		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.12962962962962962	0.23636363636363636	R1	-	10.5	46	10744	17	15	29	10729	10790	0.44113191558010006
e019_R1	7	TRUE	3.161826288110209e-31	46	32	17	0.53125	0.3695652173913043	REAC:R-HSA-167161	REAC	HIV Transcription Initiation	10790	1047		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.12962962962962962	0.23636363636363636	R1	-	10.5	46	10744	17	15	29	10729	10790	0.44113191558010006
e019_R1	7	TRUE	3.161826288110209e-31	46	32	17	0.53125	0.3695652173913043	REAC:R-HSA-73779	REAC	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	10790	1802		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.12962962962962962	0.23636363636363636	R1	-	10.5	46	10744	17	15	29	10729	10790	0.44113191558010006
e019_R1	7	TRUE	3.161826288110209e-31	46	32	17	0.53125	0.3695652173913043	REAC:R-HSA-76042	REAC	RNA Polymerase II Transcription Initiation And Promoter Clearance	10790	1801		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.12962962962962962	0.23636363636363636	R1	-	10.5	46	10744	17	15	29	10729	10790	0.44113191558010006
e019_R1	7	TRUE	3.161826288110209e-31	46	32	17	0.53125	0.3695652173913043	REAC:R-HSA-75953	REAC	RNA Polymerase II Transcription Initiation	10790	1800		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.12962962962962962	0.23636363636363636	R1	-	10.5	46	10744	17	15	29	10729	10790	0.44113191558010006
e019_R1	7	TRUE	6.014095066953522e-31	68	38	18	0.47368421052631576	0.2647058823529412	GO:0051123	GO:BP	RNA polymerase II preinitiation complex assembly	16324	14269		GO:0006508;GO:0016070;GO:0050789;GO:0065003;GO:0036211;GO:0009059	0.24074074074074073	0.2545454545454545	R1	-	14	68	16256	18	20	50	16236	16324	0.3521296836518977
e019_R1	8	TRUE	5.581079007415451e-4	449	11	6	0.5454545454545454	0.013363028953229399	REAC:R-HSA-9012999	REAC	RHO GTPase cycle	10790	1755		NA	0	0.3333333333333333	R1	-	1	449	10341	6	5	443	10336	10790	0.08059691678035674
e019_R1	9	TRUE	1.178889931268636e-19	23	17	9	0.5294117647058824	0.391304347826087	GO:0042744	GO:BP	hydrogen peroxide catabolic process	16324	10914		GO:0008152;GO:0015669	0	0.05263157894736842	R1	-	1	23	16301	9	8	14	16293	16324	0.45449508605563205
e019_R1	9	TRUE	6.378713283189696e-17	42	17	9	0.5294117647058824	0.21428571428571427	GO:0042743	GO:BP	hydrogen peroxide metabolic process	16324	10913		GO:0008152;GO:0015669	0.05555555555555555	0.10526315789473684	R1	-	2	42	16282	9	8	33	16274	16324	0.3357865504605695
e019_R1	9	TRUE	1.4681242570457207e-15	14	17	7	0.4117647058823529	0.5	GO:0015671	GO:BP	oxygen transport	16324	4922		GO:0008152;GO:0015669	0.1111111111111111	0.15789473684210525	R1	-	3	14	16310	7	10	7	16300	16324	0.45322789287366055
e019_R1	9	TRUE	3.3054528751846315e-14	20	17	7	0.4117647058823529	0.35	GO:0015669	GO:BP	gas transport	16324	4920		GO:0008152;GO:0015669	0.16666666666666666	0.21052631578947367	R1	-	4	20	16304	7	10	13	16294	16324	0.3789281730541941
e019_R1	9	TRUE	3.1953428576086165e-13	172	17	10	0.5882352941176471	0.05813953488372093	GO:0072593	GO:BP	reactive oxygen species metabolic process	16324	18432		GO:0008152;GO:0015669	0.2222222222222222	0.2631578947368421	R1	-	5	172	16152	10	7	162	16145	16324	0.1826787350314414
e019_R1	10	TRUE	9.37995722677978e-26	170	22	18	0.8181818181818182	0.10588235294117647	KEGG:04310	KEGG	Wnt signaling pathway	8161	293		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0	0.01098901098901099	R1	-	1	170	7991	18	4	152	7987	8161	0.29026437157621876
e019_R1	10	TRUE	5.068604332923882e-23	253	24	17	0.7083333333333334	0.06719367588932806	GO:0060070	GO:BP	canonical Wnt signaling pathway	16324	15163		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.011111111111111112	0.02197802197802198	R1	-	2	253	16071	17	7	236	16064	16324	0.21522182639223827
e019_R1	10	TRUE	7.500551886685181e-23	342	24	18	0.75	0.05263157894736842	GO:0016055	GO:BP	Wnt signaling pathway	16324	5210		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.022222222222222223	0.03296703296703297	R1	-	3	342	15982	18	6	324	15976	16324	0.19532896895834312
e019_R1	10	TRUE	9.283275340089785e-23	346	24	18	0.75	0.05202312138728324	GO:0198738	GO:BP	cell-cell signaling by wnt	16324	21224		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.03333333333333333	0.04395604395604396	R1	-	4	346	15978	18	6	328	15972	16324	0.19415564518895986
e019_R1	10	TRUE	8.697420628718519e-22	391	24	18	0.75	0.04603580562659847	GO:1905114	GO:BP	cell surface receptor signaling pathway involved in cell-cell signaling	16324	25551		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.044444444444444446	0.054945054945054944	R1	-	5	391	15933	18	6	373	15927	16324	0.1822075232094121
e019_R1	10	TRUE	1.8335559794290208e-19	26	22	10	0.45454545454545453	0.38461538461538464	REAC:R-HSA-3238698	REAC	WNT ligand biogenesis and trafficking	10790	2529		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.05555555555555555	0.06593406593406594	R1	-	6	26	10764	10	12	16	10752	10790	0.41683161805098173
e019_R1	10	TRUE	5.673228944278225e-19	63	22	12	0.5454545454545454	0.19047619047619047	KEGG:05217	KEGG	Basal cell carcinoma	8161	461		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.06666666666666667	0.07692307692307693	R1	-	7	63	8098	12	10	51	8088	8161	0.31943188156108143
e019_R1	10	TRUE	7.462754596179388e-18	328	22	16	0.7272727272727273	0.04878048780487805	REAC:R-HSA-195721	REAC	Signaling by WNT	10790	2188		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.07777777777777778	0.08791208791208792	R1	-	8	328	10462	16	6	312	10456	10790	0.1834743570311022
e019_R1	10	TRUE	2.4267510314855383e-16	101	22	12	0.5454545454545454	0.1188118811881188	KEGG:04916	KEGG	Melanogenesis	8161	366		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.08888888888888889	0.0989010989010989	R1	-	9	101	8060	12	10	89	8050	8161	0.25068724859269476
e019_R1	10	TRUE	3.350141070969458e-16	147	22	13	0.5909090909090909	0.08843537414965986	KEGG:05224	KEGG	Breast cancer	8161	468		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.1	0.10989010989010989	R1	-	10	147	8014	13	9	134	8005	8161	0.2239556878038814
e019_R1	10	TRUE	3.6689243036319845e-16	148	22	13	0.5909090909090909	0.08783783783783784	KEGG:05226	KEGG	Gastric cancer	8161	470		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.1111111111111111	0.12087912087912088	R1	-	11	148	8013	13	9	135	8004	8161	0.22316398351224562
e019_R1	10	TRUE	5.725120652822924e-16	153	22	13	0.5909090909090909	0.08496732026143791	KEGG:04934	KEGG	Cushing syndrome	8161	384		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.12222222222222222	0.13186813186813187	R1	-	12	153	8008	13	9	140	7999	8161	0.21932088669703262
e019_R1	10	TRUE	6.811211610098946e-16	155	22	13	0.5909090909090909	0.08387096774193549	KEGG:04150	KEGG	mTOR signaling pathway	8161	278		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.13333333333333333	0.14285714285714285	R1	-	13	155	8006	13	9	142	7997	8161	0.2178351915795065
e019_R1	10	TRUE	1.7006576408601563e-15	166	22	13	0.5909090909090909	0.0783132530120482	KEGG:05225	KEGG	Hepatocellular carcinoma	8161	469		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.14444444444444443	0.15384615384615385	R1	-	14	166	7995	13	9	153	7986	8161	0.21014238965088625
e019_R1	10	TRUE	2.2043922259696705e-15	93	22	11	0.5	0.11827956989247312	REAC:R-HSA-373080	REAC	Class B/2 (Secretin family receptors)	10790	351		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.15555555555555556	0.16483516483516483	R1	-	15	93	10697	11	11	82	10686	10790	0.24027637332667542
e019_R1	10	TRUE	1.8427380639041876e-14	143	22	12	0.5454545454545454	0.08391608391608392	KEGG:04550	KEGG	Signaling pathways regulating pluripotency of stem cells	8161	313		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.16666666666666666	0.17582417582417584	R1	-	16	143	8018	12	10	131	8008	8161	0.20919258519013648
e019_R1	10	TRUE	5.808693861406168e-14	157	22	12	0.5454545454545454	0.07643312101910828	KEGG:04390	KEGG	Hippo signaling pathway	8161	304		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.17777777777777778	0.18681318681318682	R1	-	17	157	8004	12	10	145	7994	8161	0.19917299790156445
e019_R1	10	TRUE	1.026475789921705e-13	15	22	7	0.3181818181818182	0.4666666666666667	REAC:R-HSA-3772470	REAC	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	10790	1493		GO:0032501;GO:0007154;GO:0050896;GO:0050789;GO:0032502	0.18888888888888888	0.1978021978021978	R1	-	18	15	10775	7	15	8	10760	10790	0.3843126746884749
