module	monet_type	experiment_info	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc	row_rank_p	row_rank_mcc	top_go	top_kegg	top_reac	goslim_pir	genes
9	M1	e019_M1	TRUE	4.792167361992557e-6	192	63	11	0.1746031746031746	0.05729166666666666	REAC:R-HSA-8868773	REAC	rRNA processing in the nucleus and cytosol	10790	2593	NA	0.2222222222222222	0.25	7	192	10598	11	52	181	10546	10790	0.09089934895067528	1	1	-	-	REAC:R-HSA-8868773	GO:0042254;GO:0006396	55651;3276;26155;7866;54998;2193;3692;57819;5425;10514;7284;6182;10105;10084;64223;22827;5496;8260;64118;11047;51073;23481;7064;10061;11331;23246;56915;10452;6183;23203;8192;191;2873;51042;3704;51690;55658;23640;54606;10280;25804;4809;5434;54555;54663;54512;10726;55621;10856;65993;5709;92856;9136;26517;2288;7407;617;5245;10572;6150;6723;10131;10469;10607;3265;9040;1978;8815;80308;353;26121;51116;10195;57418;23170;5499
10	M1	e019_M1	TRUE	4.070016429096947e-29	168	46	25	0.5434782608695652	0.1488095238095238	KEGG:04141	KEGG	Protein processing in endoplasmic reticulum	8161	273	NA	0	0.01694915254237288	1	168	7993	25	21	143	7972	8161	0.2772559896171582	1	1	-	KEGG:04141	-	GO:0050896;GO:0009057;GO:0016192;GO:0007030;GO:0015031;GO:0006508;GO:0061024;GO:0016050	7494;64924;9709;11196;378;58505;7009;26003;81567;9554;27230;9019;2673;54499;10130;51397;55062;10972;51014;6745;9451;23471;79139;1314;11231;55002;55829;813;10959;7184;4247;55312;56889;1315;4189;55069;11014;54431;10282;22872;51726;400;51026;10802;6400;3703;64746;3309;6675;51569;51465;2923;4925;29880;51128;387263;84888;9871;90411;8615;9197;821;50999;81555;6782;60559;9276;116150;9950;26286;5861;10483;54928;488;6747;372
10	M1	e019_M1	TRUE	3.310717772524569e-28	305	61	30	0.4918032786885246	0.09836065573770492	REAC:R-HSA-446203	REAC	Asparagine N-linked glycosylation	10790	163	NA	0.01724137931034482	0.03389830508474576	2	305	10485	30	31	275	10454	10790	0.21089020700607913	1	1	-	-	REAC:R-HSA-446203	GO:0050896;GO:0009057;GO:0016192;GO:0007030;GO:0015031;GO:0006508;GO:0061024;GO:0016050	7494;64924;9709;11196;378;58505;7009;26003;81567;9554;27230;9019;2673;54499;10130;51397;55062;10972;51014;6745;9451;23471;79139;1314;11231;55002;55829;813;10959;7184;4247;55312;56889;1315;4189;55069;11014;54431;10282;22872;51726;400;51026;10802;6400;3703;64746;3309;6675;51569;51465;2923;4925;29880;51128;387263;84888;9871;90411;8615;9197;821;50999;81555;6782;60559;9276;116150;9950;26286;5861;10483;54928;488;6747;372
10	M1	e019_M1	TRUE	2.6597512381375284e-23	128	69	20	0.2898550724637681	0.15625	GO:0006888	GO:BP	endoplasmic reticulum to Golgi vesicle-mediated transport	16324	2600	NA	0.03448275862068965	0.05084745762711865	3	128	16196	20	49	108	16147	16324	0.20831436735236067	1	1	GO:0006888	-	-	GO:0050896;GO:0009057;GO:0016192;GO:0007030;GO:0015031;GO:0006508;GO:0061024;GO:0016050	7494;64924;9709;11196;378;58505;7009;26003;81567;9554;27230;9019;2673;54499;10130;51397;55062;10972;51014;6745;9451;23471;79139;1314;11231;55002;55829;813;10959;7184;4247;55312;56889;1315;4189;55069;11014;54431;10282;22872;51726;400;51026;10802;6400;3703;64746;3309;6675;51569;51465;2923;4925;29880;51128;387263;84888;9871;90411;8615;9197;821;50999;81555;6782;60559;9276;116150;9950;26286;5861;10483;54928;488;6747;372
11	M1	e019_M1	TRUE	1.1341382242905519e-14	394	61	20	0.32786885245901637	0.05076142131979695	GO:0008380	GO:BP	RNA splicing	16324	3261	NA	0	0.05555555555555555	1	394	15930	20	41	374	15889	16324	0.1212066917962452	1	1	GO:0008380	-	-	GO:0000375	9988;54482;10902;23398;51747;23360;91746;81669;400322;57337;10181;4848;8473;55729;9406;140890;10724;8481;51455;23126;23015;55023;57018;6430;79609;55082;29896;9924;1195;79048;10443;22889;55900;57466;151613;51631;7637;55000;1655;10142;23347;64848;65117;94104;54520;26118;8881;130872;55037;8451;55269;57035;8675;7072;9584;55705;9736;64766;51592;55608;196441;55769;79848;55119;27332;84901;10180;9044;58517;56339;23230;9295;25957;9877;10521;65110
12	M1	e019_M1	TRUE	2.576611746299935e-135	94	66	63	0.9545454545454546	0.6702127659574468	REAC:R-HSA-156842	REAC	Eukaryotic Translation Elongation	10790	827	NA	0	0.01694915254237288	1	94	10696	63	3	31	10693	10790	0.7984636736174006	1	1	-	-	REAC:R-HSA-156842	GO:0042254;GO:0006412	6157;6748;1936;6166;5204;6230;442216;6159;25873;6204;6168;6227;6208;6224;9045;6228;6189;6144;6156;9349;6202;6135;6130;6234;6158;6235;6173;6187;114915;6128;6176;6164;6170;11224;6193;6218;29997;4666;441951;128668;3921;2197;6229;6210;6223;6147;6232;6205;641638;1933;6133;6141;6201;6160;6136;6169;6134;6165;6171;6203;6143;6209;51372;6233;6181;54543;6142;6129;6167;6191;6206;6155;6161;207032;60674;6207
13	M1	e019_M1	TRUE	0.00314588111130977	121	28	5	0.17857142857142858	0.04132231404958678	KEGG:04919	KEGG	Thyroid hormone signaling pathway	8161	369	NA	0	0.5	1	121	8040	5	23	116	8017	8161	0.07949573929964612	1	1	-	KEGG:04919	-	NA	4820;3516;253461;23077;22878;23405;51111;9969;57730;54800;23137;7559;5927;5469;7707;5930;23099;23215;23049;4090;9169;57187;23512;9140;64710;3842;55186;10927;80205;51773;4659;9043;7750;5295;79982;23325;23451;22902;7572;114882;546;9728;65125;10725;5586;23036;285527;56987;10087;26043;9910;2186;54556;7716;9931;26512;9693;10299;23389;6738;4750;51663;1385;9857;66008;1105;9975;9360;23637;10735;8202;7644;7175;23429;7267
14	M1	e019_M1	TRUE	1.6921349075691206e-14	395	70	21	0.3	0.05316455696202531	GO:0022613	GO:BP	ribonucleoprotein complex biogenesis	16324	6982	NA	0	0.015625	1	395	15929	21	49	374	15880	16324	0.1177879523519306	1	2	GO:0022613	-	-	GO:0051179;GO:0000375;GO:0065003;GO:0044085	246243;79084;6749;1019;10419;5725;3329;23212;79902;50628;55226;29960;328;1503;6472;51491;5437;7283;6631;10963;22984;5036;8607;5631;1736;4830;10921;3609;6597;10197;10212;5433;5198;5902;10946;7372;203068;51155;10528;6626;5982;6427;4953;27338;705;8662;9221;7203;3182;471;9688;9775;6627;4609;3735;80324;51154;10598;9416;4691;8480;4172;6628;9533;51593;10985;23404;10574;9128;9898;5707;2618;7371;79080
14	M1	e019_M1	TRUE	2.527907992076455e-13	238	62	18	0.2903225806451613	0.07563025210084033	REAC:R-HSA-72203	REAC	Processing of Capped Intron-Containing Pre-mRNA	10790	1706	NA	0.01587301587301587	0.03125	2	238	10552	18	44	220	10508	10790	0.13885651025773044	1	1	-	-	REAC:R-HSA-72203	GO:0051179;GO:0000375;GO:0065003;GO:0044085	246243;79084;6749;1019;10419;5725;3329;23212;79902;50628;55226;29960;328;1503;6472;51491;5437;7283;6631;10963;22984;5036;8607;5631;1736;4830;10921;3609;6597;10197;10212;5433;5198;5902;10946;7372;203068;51155;10528;6626;5982;6427;4953;27338;705;8662;9221;7203;3182;471;9688;9775;6627;4609;3735;80324;51154;10598;9416;4691;8480;4172;6628;9533;51593;10985;23404;10574;9128;9898;5707;2618;7371;79080
15	M1	e019_M1	TRUE	1.94689239402246e-28	157	69	24	0.34782608695652173	0.15286624203821655	GO:0002181	GO:BP	cytoplasmic translation	16324	746	NA	0	0.01923076923076923	1	157	16167	24	45	133	16122	16324	0.22577581568594773	1	1	GO:0002181	-	-	GO:0006412	10983;5018;1725;25875;10399;738;3476;51545;9960;6139;57820;5250;8664;140465;4904;468;6138;4048;28987;3326;4736;2091;293;6746;26978;3646;8667;2483;1975;8665;6194;6146;689;819;517;6125;1974;5859;10541;3615;3178;11179;8761;8531;5042;57570;51611;26986;84273;51614;27044;6122;1459;51082;25796;55850;8666;1938;1939;84320;728689;4673;10412;23478;6152;51386;7570;6132;3945;6124;26520;26156;54930;805
15	M1	e019_M1	TRUE	5.81007929736461e-23	112	51	19	0.37254901960784315	0.16964285714285715	REAC:R-HSA-156827	REAC	L13a-mediated translational silencing of Ceruloplasmin expression	10790	1231	NA	0.0196078431372549	0.03846153846153846	2	112	10678	19	32	93	10646	10790	0.24625324473170912	1	1	-	-	REAC:R-HSA-156827	GO:0006412	10983;5018;1725;25875;10399;738;3476;51545;9960;6139;57820;5250;8664;140465;4904;468;6138;4048;28987;3326;4736;2091;293;6746;26978;3646;8667;2483;1975;8665;6194;6146;689;819;517;6125;1974;5859;10541;3615;3178;11179;8761;8531;5042;57570;51611;26986;84273;51614;27044;6122;1459;51082;25796;55850;8666;1938;1939;84320;728689;4673;10412;23478;6152;51386;7570;6132;3945;6124;26520;26156;54930;805
17	M1	e019_M1	TRUE	1.907127954670102e-4	132	39	7	0.1794871794871795	0.05303030303030303	KEGG:04142	KEGG	Lysosome	8161	274	NA	0	0.3333333333333333	1	132	8029	7	32	125	7997	8161	0.08971115113734192	1	1	-	KEGG:04142	-	NA	3920;3295;6451;9236;801;6744;1362;8804;5264;7844;9741;8031;9488;9528;10159;81533;55032;8895;140609;10313;10955;427;5862;8417;51170;11342;847;9375;55788;1389;2589;259230;1486;310;2744;10133;51669;1203;2230;51646;7905;9867;831;10550;10140;5621;90;9445;4942;51439;2746;665;8724;8763;950;56674;175;6643;27020;57515;23167;26234;2180;6302;57142;8887;6990
18	M1	e019_M1	TRUE	6.714560311434426e-39	672	62	41	0.6612903225806451	0.06101190476190476	GO:1903047	GO:BP	mitotic cell cycle process	16324	23794	NA	0	0.00552486187845303	1	672	15652	41	21	631	15631	16324	0.1927278139150856	1	1	GO:1903047	-	-	GO:0051276;GO:0000280;GO:0007059;GO:0007049;GO:0050789	10024;6502;3833;3014;79019;9928;8318;9156;81620;83461;332;9232;10535;7298;1163;55635;55723;1869;4174;4288;4171;9700;1033;55355;890;9918;10112;24137;3978;9133;51203;23397;22974;11065;2305;1786;10036;4173;641;10615;55143;146909;6790;899;4605;10460;991;701;4176;51512;1058;2189;7468;11004;3149;1841;54478;55872;7083;9212;5347;891;51659;6241
18	M1	e019_M1	TRUE	1.1092805346337811e-20	289	51	23	0.4509803921568627	0.07958477508650519	REAC:R-HSA-69620	REAC	Cell Cycle Checkpoints	10790	309	NA	0.04444444444444444	0.04972375690607734	9	289	10501	23	28	266	10473	10790	0.18106198224555137	1	1	-	-	REAC:R-HSA-69620	GO:0051276;GO:0000280;GO:0007059;GO:0007049;GO:0050789	10024;6502;3833;3014;79019;9928;8318;9156;81620;83461;332;9232;10535;7298;1163;55635;55723;1869;4174;4288;4171;9700;1033;55355;890;9918;10112;24137;3978;9133;51203;23397;22974;11065;2305;1786;10036;4173;641;10615;55143;146909;6790;899;4605;10460;991;701;4176;51512;1058;2189;7468;11004;3149;1841;54478;55872;7083;9212;5347;891;51659;6241
