module	monet_type	experiment_info	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	goslim_pir	perc_rank	cumelative_dist	genes	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc
44	R1	e019_R1	TRUE	3.309448841324797e-8	84	13	6	0.46153846153846156	0.07142857142857142	GO:1904029	GO:BP	regulation of cyclin-dependent protein kinase activity	16324	24609		GO:0065009;GO:0050789	0.08108108108108109	0.10526315789473684	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	4	84	16240	6	7	78	16233	16324	0.18007937216635717
44	R1	e019_R1	TRUE	1.1022321563739688e-6	157	11	6	0.5454545454545454	0.03821656050955414	KEGG:04110	KEGG	Cell cycle	8161	259		GO:0065009;GO:0050789	0.10810810810810811	0.13157894736842105	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	5	157	8004	6	5	151	7999	8161	0.1407415022649622
44	R1	e019_R1	TRUE	1.841116845757245e-6	21	13	4	0.3076923076923077	0.19047619047619047	GO:0045736	GO:BP	negative regulation of cyclin-dependent protein serine/threonine kinase activity	16324	12276		GO:0065009;GO:0050789	0.13513513513513514	0.18421052631578946	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	6.5	21	16303	4	9	17	16294	16324	0.24133017134149554
44	R1	e019_R1	TRUE	1.841116845757245e-6	21	13	4	0.3076923076923077	0.19047619047619047	GO:1904030	GO:BP	negative regulation of cyclin-dependent protein kinase activity	16324	24610		GO:0065009;GO:0050789	0.13513513513513514	0.18421052631578946	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	6.5	21	16303	4	9	17	16294	16324	0.24133017134149554
44	R1	e019_R1	TRUE	2.8616803936975668e-6	147	13	6	0.46153846153846156	0.04081632653061224	REAC:R-HSA-453279	REAC	Mitotic G1 phase and G1/S transition	10790	1400		GO:0065009;GO:0050789	0.1891891891891892	0.21052631578947367	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	8	147	10643	6	7	141	10636	10790	0.13419886149391347
44	R1	e019_R1	TRUE	6.2370234274802754e-6	199	13	6	0.46153846153846156	0.03015075376884422	GO:0000082	GO:BP	G1/S transition of mitotic cell cycle	16324	32		GO:0065009;GO:0050789	0.21621621621621623	0.23684210526315788	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	9	199	16125	6	7	193	16118	16324	0.11560169701867687
44	R1	e019_R1	TRUE	1.4093824725495e-5	228	13	6	0.46153846153846156	0.02631578947368421	GO:0044843	GO:BP	cell cycle G1/S phase transition	16324	11877		GO:0065009;GO:0050789	0.24324324324324326	0.2631578947368421	74;241;349;532;1022;1023;1024;1025;1026;1027;1028;1029;1032;1104;1305;2165;2902;3648	10	228	16096	6	7	222	16089	16324	0.10766977116842637
47	R1	e019_R1	TRUE	0.0016236940818004485	51	8	3	0.375	0.058823529411764705	GO:1901016	GO:BP	regulation of potassium ion transmembrane transporter activity	16324	22089		GO:0065009;GO:0050789	0	0.2	88;89;287;288;641;701;743;1322;2144;4078;5029;5903	1	51	16273	3	5	48	16268	16324	0.14755152700372823
47	R1	e019_R1	TRUE	0.0019325958114490608	54	8	3	0.375	0.05555555555555555	GO:2001259	GO:BP	positive regulation of cation channel activity	16324	27735		GO:0065009;GO:0050789	0.25	0.4	88;89;287;288;641;701;743;1322;2144;4078;5029;5903	2	54	16270	3	5	51	16265	16324	0.14333665781596727
57	R1	e019_R1	TRUE	6.406101474798408e-5	33	18	4	0.2222222222222222	0.12121212121212122	REAC:R-HSA-5673000	REAC	RAF activation	10790	1747		NA	0	0.021739130434782608	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	1	33	10757	4	14	29	10743	10790	0.16224669598398986
57	R1	e019_R1	TRUE	8.180023128086554e-5	35	18	4	0.2222222222222222	0.11428571428571428	REAC:R-HSA-111933	REAC	Calmodulin induced events	10790	290		NA	0.022222222222222223	0.06521739130434782	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	2.5	35	10755	4	14	31	10741	10790	0.1574242845594006
57	R1	e019_R1	TRUE	8.180023128086554e-5	35	18	4	0.2222222222222222	0.11428571428571428	REAC:R-HSA-111997	REAC	CaM pathway	10790	286		NA	0.022222222222222223	0.06521739130434782	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	2.5	35	10755	4	14	31	10741	10790	0.1574242845594006
57	R1	e019_R1	TRUE	1.0296544072324746e-4	37	18	4	0.2222222222222222	0.10810810810810811	REAC:R-HSA-111996	REAC	Ca-dependent events	10790	283		NA	0.06666666666666667	0.08695652173913043	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	4	37	10753	4	14	33	10739	10790	0.15299509361868496
57	R1	e019_R1	TRUE	1.378745543202869e-4	153	13	5	0.38461538461538464	0.032679738562091505	KEGG:04934	KEGG	Cushing syndrome	8161	384		NA	0.08888888888888889	0.10869565217391304	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	5	153	8008	5	8	148	8000	8161	0.10774716331862752
57	R1	e019_R1	TRUE	1.38218939983293e-4	10	18	3	0.16666666666666666	0.3	REAC:R-HSA-111932	REAC	CaMK IV-mediated phosphorylation of CREB	10790	287		NA	0.1111111111111111	0.13043478260869565	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	6	10	10780	3	15	7	10765	10790	0.2226522926087812
57	R1	e019_R1	TRUE	1.420348997420571e-4	40	18	4	0.2222222222222222	0.1	REAC:R-HSA-9656223	REAC	Signaling by RAF1 mutants	10790	2171		NA	0.13333333333333333	0.15217391304347827	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	7	40	10750	4	14	36	10736	10790	0.14697948540343647
57	R1	e019_R1	TRUE	1.4238332174636037e-4	154	13	5	0.38461538461538464	0.032467532467532464	KEGG:04261	KEGG	Adrenergic signaling in cardiomyocytes	8161	291		NA	0.15555555555555556	0.17391304347826086	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	8	154	8007	5	8	149	7999	8161	0.10736750046610631
57	R1	e019_R1	TRUE	1.5643409288432266e-4	67	13	4	0.3076923076923077	0.05970149253731343	KEGG:04720	KEGG	Long-term potentiation	8161	344		NA	0.17777777777777778	0.1956521739130435	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	9	67	8094	4	9	63	8085	8161	0.13256901671414617
57	R1	e019_R1	TRUE	1.572263947473934e-4	41	18	4	0.2222222222222222	0.0975609756097561	REAC:R-HSA-1489509	REAC	DAG and IP3 signaling	10790	410		NA	0.2	0.21739130434782608	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	10	41	10749	4	14	37	10735	10790	0.14512116458425003
57	R1	e019_R1	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-9649948	REAC	Signaling downstream of RAS mutants	10790	2203		NA	0.2222222222222222	0.30434782608695654	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
57	R1	e019_R1	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-6802946	REAC	Signaling by moderate kinase activity BRAF mutants	10790	2199		NA	0.2222222222222222	0.30434782608695654	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
57	R1	e019_R1	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-6802955	REAC	Paradoxical activation of RAF signaling by kinase inactive BRAF	10790	1626		NA	0.2222222222222222	0.30434782608695654	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
57	R1	e019_R1	TRUE	2.3036113364937572e-4	45	18	4	0.2222222222222222	0.08888888888888889	REAC:R-HSA-6802949	REAC	Signaling by RAS mutants	10790	2174		NA	0.2222222222222222	0.30434782608695654	115;126;148;441;462;634;636;673;816;817;818;1052;1228;1229;1538;1596;2199;2631;2665;2679;2720;3133;3251;3613;4441;4461	12.5	45	10745	4	14	41	10731	10790	0.1383118922442845
63	R1	e019_R1	TRUE	0.0031827763026028256	432	10	5	0.5	0.011574074074074073	GO:0045596	GO:BP	negative regulation of cell differentiation	16324	12147		GO:0050789	0	0.5	124;627;2505;2542;2546;2547;2653;2664;3250;3256;5167;5728;5764;5809;5819	1	432	15892	5	5	427	15887	16324	0.07304123593887463
64	R1	e019_R1	TRUE	7.044204601542385e-6	8	9	3	0.3333333333333333	0.375	GO:0006069	GO:BP	ethanol oxidation	16324	1979		GO:0006066;GO:0006091	0	0.06666666666666667	125;127;130;275;425;1630;1736;1966;1985;3475;3477;3485;3685	1	8	16316	3	6	5	16310	16324	0.35321750907888283
64	R1	e019_R1	TRUE	1.4104761037302944e-5	12	8	3	0.375	0.25	REAC:R-HSA-71384	REAC	Ethanol oxidation	10790	826		GO:0006066;GO:0006091	0.07142857142857142	0.13333333333333333	125;127;130;275;425;1630;1736;1966;1985;3475;3477;3485;3685	2	12	10778	3	5	9	10773	10790	0.3055613532744061
64	R1	e019_R1	TRUE	5.712376311438475e-5	15	9	3	0.3333333333333333	0.2	GO:0006067	GO:BP	ethanol metabolic process	16324	1977		GO:0006066;GO:0006091	0.14285714285714285	0.2	125;127;130;275;425;1630;1736;1966;1985;3475;3477;3485;3685	3	15	16309	3	6	12	16303	16324	0.2576765447081535
64	R1	e019_R1	TRUE	1.336408981681418e-4	36	7	3	0.42857142857142855	0.08333333333333333	KEGG:00350	KEGG	Tyrosine metabolism	8161	41		GO:0006066;GO:0006091	0.21428571428571427	0.26666666666666666	125;127;130;275;425;1630;1736;1966;1985;3475;3477;3485;3685	4	36	8125	3	4	33	8121	8161	0.18753141425090686
75	R1	e019_R1	TRUE	0.003505245073864567	16	4	2	0.5	0.125	GO:0002029	GO:BP	desensitization of G protein-coupled receptor signaling pathway	16324	647		GO:0050789	0	0.3333333333333333	156;157;906;938;1694;3411;3666;4765;5408;5692	1	16	16308	2	2	14	16306	16324	0.24966288313502252
77	R1	e019_R1	TRUE	0.004686022997764687	5	11	2	0.18181818181818182	0.4	GO:0048003	GO:BP	antigen processing and presentation of lipid antigen via MHC class Ib	16324	13193		GO:0002376	0	1	160;544;912;913;1770;2066;3880;4040;4736;4967;6038;7275	2	5	16319	2	9	3	16310	16324	0.2693576426662483
77	R1	e019_R1	TRUE	0.004686022997764687	5	11	2	0.18181818181818182	0.4	GO:0048006	GO:BP	antigen processing and presentation, endogenous lipid antigen via MHC class Ib	16324	13194		GO:0002376	0	1	160;544;912;913;1770;2066;3880;4040;4736;4967;6038;7275	2	5	16319	2	9	3	16310	16324	0.2693576426662483
77	R1	e019_R1	TRUE	0.004686022997764687	5	11	2	0.18181818181818182	0.4	GO:0048007	GO:BP	antigen processing and presentation, exogenous lipid antigen via MHC class Ib	16324	13195		GO:0002376	0	1	160;544;912;913;1770;2066;3880;4040;4736;4967;6038;7275	2	5	16319	2	9	3	16310	16324	0.2693576426662483
90	R1	e019_R1	TRUE	5.121860326311558e-4	35	8	3	0.375	0.08571428571428572	GO:1903202	GO:BP	negative regulation of oxidative stress-induced cell death	16324	23905		GO:0050789	0	0.09090909090909091	200;207;346;652;993;1419;2031;2164;3586;4780;4913	1	35	16289	3	5	32	16284	16324	0.1784943763228848
90	R1	e019_R1	TRUE	0.0013494746488519167	48	8	3	0.375	0.0625	GO:0070227	GO:BP	lymphocyte apoptotic process	16324	16922		GO:0050789	0.1	0.18181818181818182	200;207;346;652;993;1419;2031;2164;3586;4780;4913	2	48	16276	3	5	45	16271	16324	0.15215377144751277
90	R1	e019_R1	TRUE	0.001437153080175935	49	8	3	0.375	0.061224489795918366	GO:0048661	GO:BP	positive regulation of smooth muscle cell proliferation	16324	13659		GO:0050789	0.2	0.2727272727272727	200;207;346;652;993;1419;2031;2164;3586;4780;4913	3	49	16275	3	5	46	16270	16324	0.15057300925448594
98	R1	e019_R1	TRUE	7.505911317988042e-4	2	13	2	0.15384615384615385	1	GO:0097156	GO:BP	fasciculation of motor neuron axon	16324	19551		GO:0008037;GO:0016043	0	0.16666666666666666	221;305;1489;2029;2042;2043;2044;2615;3813;4414;5014;5093;5202;5264;5478;5727;5736;5783;6140	1	2	16322	2	11	0	16311	16324	0.3921000780771072
98	R1	e019_R1	TRUE	9.854101069618742e-4	28	12	3	0.25	0.10714285714285714	REAC:R-HSA-3928663	REAC	EPHA-mediated growth cone collapse	10790	782		GO:0008037;GO:0016043	0.2	0.3333333333333333	221;305;1489;2029;2042;2043;2044;2615;3813;4414;5014;5093;5202;5264;5478;5727;5736;5783;6140	2	28	10762	3	9	25	10753	10790	0.16226540910683815
100	R1	e019_R1	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9632693	REAC	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	10790	837		NA	0	0.8571428571428571	227;237;535;1019;1020;1021;1033;1036;1120;1884;1885;1886;1905;1906;1991;2318;2385;2386;2387;2880;4203;5471;6173;6514	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
100	R1	e019_R1	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9630747	REAC	Diseases of Cellular Senescence	10790	719		NA	0	0.8571428571428571	227;237;535;1019;1020;1021;1033;1036;1120;1884;1885;1886;1905;1906;1991;2318;2385;2386;2387;2880;4203;5471;6173;6514	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
100	R1	e019_R1	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9675132	REAC	Diseases of cellular response to stress	10790	726		NA	0	0.8571428571428571	227;237;535;1019;1020;1021;1033;1036;1120;1884;1885;1886;1905;1906;1991;2318;2385;2386;2387;2880;4203;5471;6173;6514	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
100	R1	e019_R1	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9630794	REAC	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	10790	831		NA	0	0.8571428571428571	227;237;535;1019;1020;1021;1033;1036;1120;1884;1885;1886;1905;1906;1991;2318;2385;2386;2387;2880;4203;5471;6173;6514	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
100	R1	e019_R1	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9630750	REAC	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	10790	833		NA	0	0.8571428571428571	227;237;535;1019;1020;1021;1033;1036;1120;1884;1885;1886;1905;1906;1991;2318;2385;2386;2387;2880;4203;5471;6173;6514	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
100	R1	e019_R1	TRUE	0.0012554456529257916	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-9632700	REAC	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	10790	835		NA	0	0.8571428571428571	227;237;535;1019;1020;1021;1033;1036;1120;1884;1885;1886;1905;1906;1991;2318;2385;2386;2387;2880;4203;5471;6173;6514	3.5	3	10787	2	11	1	10776	10790	0.3199147590433374
101	R1	e019_R1	TRUE	2.2664351239813402e-4	45	42	5	0.11904761904761904	0.1111111111111111	KEGG:03420	KEGG	Nucleotide excision repair	8161	233		NA	0	0.25	229;663;664;665;774;1265;1484;1536;1679;2046;2047;2049;2050;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2065;2067;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2092;2093;2094;2095;2098;2104;2105;2106;2107;2108;2110;2112;2113;2114;2115;2116;2117;2118;2119;2120;2121;2122;2124;2125;2126;2127;2497;2537;2538;3039;3151;3626;4016;4389;4512;5325;7091;7366;7477	1	45	8116	5	37	40	8079	8161	0.11027164233767524
106	R1	e019_R1	TRUE	5.4929750810964076e-5	27	7	3	0.42857142857142855	0.1111111111111111	KEGG:04966	KEGG	Collecting duct acid secretion	8161	393		NA	0	0.06666666666666667	253;322;368;525;527;528;1868;2590;3750;4328;5743	1	27	8134	3	4	24	8130	8161	0.2169854871453367
106	R1	e019_R1	TRUE	1.658825349330206e-4	26	8	3	0.375	0.11538461538461539	REAC:R-HSA-77387	REAC	Insulin receptor recycling	10790	1150		NA	0.07142857142857142	0.13333333333333333	253;322;368;525;527;528;1868;2590;3750;4328;5743	2	26	10764	3	5	23	10759	10790	0.20700215743787365
106	R1	e019_R1	TRUE	2.8628660308482857e-4	31	8	3	0.375	0.0967741935483871	REAC:R-HSA-917977	REAC	Transferrin endocytosis and recycling	10790	2428		NA	0.14285714285714285	0.2	253;322;368;525;527;528;1868;2590;3750;4328;5743	3	31	10759	3	5	28	10754	10790	0.18938305579677253
106	R1	e019_R1	TRUE	3.649677073958562e-4	50	7	3	0.42857142857142855	0.06	KEGG:05110	KEGG	Vibrio cholerae infection	8161	417		NA	0.21428571428571427	0.26666666666666666	253;322;368;525;527;528;1868;2590;3750;4328;5743	4	50	8111	3	4	47	8107	8161	0.15861882793197618
111	R1	e019_R1	TRUE	0.008964157463977664	11	9	2	0.2222222222222222	0.18181818181818182	REAC:R-HSA-189085	REAC	Digestion of dietary carbohydrate	10790	706		NA	0	1	277;280;501;777;1180;2397;2701;2828;3121;3252;3349;3924;3932;4764;5063;5074;6021;6112	1.5	11	10779	2	7	9	10772	10790	0.20027103341811897
111	R1	e019_R1	TRUE	0.008964157463977664	11	9	2	0.2222222222222222	0.18181818181818182	REAC:R-HSA-389359	REAC	CD28 dependent Vav1 pathway	10790	257		NA	0	1	277;280;501;777;1180;2397;2701;2828;3121;3252;3349;3924;3932;4764;5063;5074;6021;6112	1.5	11	10779	2	7	9	10772	10790	0.20027103341811897
122	R1	e019_R1	TRUE	2.5367023408624243e-7	14	12	4	0.3333333333333333	0.2857142857142857	REAC:R-HSA-622327	REAC	Postsynaptic nicotinic acetylcholine receptors	10790	1689		GO:0050896	0	0.2857142857142857	324;326;440;1138;1139;1142;1144;1207;1209;1344;2461;3122;3197;3603;3939;4482;5032	1.5	14	10776	4	8	10	10768	10790	0.3077762665922278
122	R1	e019_R1	TRUE	2.5367023408624243e-7	14	12	4	0.3333333333333333	0.2857142857142857	REAC:R-HSA-181431	REAC	Acetylcholine binding and downstream events	10790	50		GO:0050896	0	0.2857142857142857	324;326;440;1138;1139;1142;1144;1207;1209;1344;2461;3122;3197;3603;3939;4482;5032	1.5	14	10776	4	8	10	10768	10790	0.3077762665922278
126	R1	e019_R1	TRUE	3.1087093572625894e-5	132	12	5	0.4166666666666667	0.03787878787878788	GO:1905952	GO:BP	regulation of lipid localization	16324	26269		GO:0050789	0	0.25	335;438;821;1001;1102;2180;2182;2222;2587;2963;3569;4118;5111;5280	1	132	16192	5	7	127	16185	16324	0.12373823955831503
152	R1	e019_R1	TRUE	0.0036887706291920306	16	7	2	0.2857142857142857	0.125	KEGG:00430	KEGG	Taurine and hypotaurine metabolism	8161	56		GO:0008152	0	0.25	459;595;801;863;1368;2241;2686;2687;4611;4950;5193;6220;6279;6922	1	16	8145	2	5	14	8140	8161	0.18795033565014044
154	R1	e019_R1	TRUE	0.003061067383222308	11	6	2	0.3333333333333333	0.18181818181818182	REAC:R-HSA-211999	REAC	CYP2E1 reactions	10790	282		NA	0	0.5	465;693;1552;1553;1555;1556;2010;2011;2012;2032;2473;3030;3132;3264;3556;3602;3945;4145	1	11	10779	2	4	9	10775	10790	0.2456235596274126
174	R1	e019_R1	TRUE	7.102500576242481e-4	39	10	3	0.3	0.07692307692307693	KEGG:00260	KEGG	Glycine, serine and threonine metabolism	8161	28		NA	0	0.5	583;635;1363;1757;2263;2696;2847;3383;3385;3707;4129;4419;4480;4841;6834	1	39	8122	3	7	36	8115	8161	0.14994142639074223
184	R1	e019_R1	TRUE	7.745949622944266e-5	43	15	4	0.26666666666666666	0.09302325581395349	GO:0007215	GO:BP	glutamate receptor signaling pathway	16324	2836		GO:0050789	0	0.3333333333333333	684;1678;2891;2895;2897;2899;3104;3152;3343;3622;3660;3681;4679;4792;5134;5267;6150;7101	1	43	16281	4	11	39	16270	16324	0.15622163722422952
190	R1	e019_R1	TRUE	1.0607980893125529e-6	5	9	3	0.3333333333333333	0.6	REAC:R-HSA-190370	REAC	FGFR1b ligand binding and activation	10790	856		NA	0	0.02127659574468085	758;759;760;761;769;770;943;2245;2246;2247;2248;2399;2404;2756;3206;3257;3865;7511	1	5	10785	3	6	2	10779	10790	0.4468818115921736
190	R1	e019_R1	TRUE	5.384479509966172e-6	27	13	4	0.3076923076923077	0.14814814814814814	GO:0006730	GO:BP	one-carbon metabolic process	16324	2489		NA	0.021739130434782608	0.0425531914893617	758;759;760;761;769;770;943;2245;2246;2247;2248;2399;2404;2756;3206;3257;3865;7511	2	27	16297	4	9	23	16288	16324	0.2126170246027442
190	R1	e019_R1	TRUE	8.895841772464355e-6	9	9	3	0.3333333333333333	0.3333333333333333	REAC:R-HSA-190377	REAC	FGFR2b ligand binding and activation	10790	862		NA	0.043478260869565216	0.06382978723404255	758;759;760;761;769;770;943;2245;2246;2247;2248;2399;2404;2756;3206;3257;3865;7511	3	9	10781	3	6	6	10775	10790	0.3327767986890518
190	R1	e019_R1	TRUE	1.7459394367494095e-5	11	9	3	0.3333333333333333	0.2727272727272727	REAC:R-HSA-190242	REAC	FGFR1 ligand binding and activation	10790	854		NA	0.06521739130434782	0.10638297872340426	758;759;760;761;769;770;943;2245;2246;2247;2248;2399;2404;2756;3206;3257;3865;7511	4.5	11	10779	3	6	8	10773	10790	0.30086804708515047
