module	monet_type	experiment_info	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc	row_rank_p	row_rank_mcc	top_go	top_kegg	top_reac	goslim_pir	genes
6	R1	e019_R1	TRUE	2.400118132595371e-23	100	17	13	0.7647058823529411	0.13	GO:0007605	GO:BP	sensory perception of sound	16324	3136	NA	0	0.02702702702702703	1	100	16224	13	4	87	16220	16324	0.31389644142740497	1	3	GO:0007605	-	-	GO:0032502;GO:0050877	ENSP00000005226;ENSP00000205890;ENSP00000225525;ENSP00000297784;ENSP00000305941;ENSP00000308772;ENSP00000324775;ENSP00000330633;ENSP00000353346;ENSP00000354623;ENSP00000363068;ENSP00000381768;ENSP00000384582;ENSP00000386331;ENSP00000393128;ENSP00000410083;ENSP00000415090;ENSP00000480279;ENSP00000480489
6	R1	e019_R1	TRUE	9.143870770197158e-15	53	11	8	0.7272727272727273	0.1509433962264151	REAC:R-HSA-9662361	REAC	Sensory processing of sound by outer hair cells of the cochlea	10790	2080	NA	0.08333333333333333	0.10810810810810811	4	53	10737	8	3	45	10734	10790	0.3300679024308129	1	1	-	-	REAC:R-HSA-9662361	GO:0032502;GO:0050877	ENSP00000005226;ENSP00000205890;ENSP00000225525;ENSP00000297784;ENSP00000305941;ENSP00000308772;ENSP00000324775;ENSP00000330633;ENSP00000353346;ENSP00000354623;ENSP00000363068;ENSP00000381768;ENSP00000384582;ENSP00000386331;ENSP00000393128;ENSP00000410083;ENSP00000415090;ENSP00000480279;ENSP00000480489
7	R1	e019_R1	TRUE	3.340171302127511e-23	9	27	9	0.3333333333333333	1	GO:0090522	GO:BP	vesicle tethering involved in exocytosis	16324	19367	NA	0	0.02439024390243902	1	9	16315	9	18	0	16297	16324	0.5770316920265505	1	1	GO:0090522	-	-	GO:0046903;GO:0061024;GO:0051640;GO:0016192;GO:0022406	ENSP00000005257;ENSP00000019317;ENSP00000216106;ENSP00000219782;ENSP00000230449;ENSP00000238738;ENSP00000253861;ENSP00000260762;ENSP00000272427;ENSP00000272519;ENSP00000307208;ENSP00000320117;ENSP00000325674;ENSP00000333920;ENSP00000334100;ENSP00000341219;ENSP00000349824;ENSP00000353458;ENSP00000355605;ENSP00000360162;ENSP00000369409;ENSP00000370695;ENSP00000387498;ENSP00000400713;ENSP00000425587;ENSP00000446880;ENSP00000448598;ENSP00000452634;ENSP00000484855
7	R1	e019_R1	TRUE	3.368695629034139e-16	21	17	8	0.4705882352941176	0.380952380952381	REAC:R-HSA-5620916	REAC	VxPx cargo-targeting to cilium	10790	2528	NA	0.05	0.07317073170731707	3	21	10769	8	9	13	10760	10790	0.42239759515255537	1	1	-	-	REAC:R-HSA-5620916	GO:0046903;GO:0061024;GO:0051640;GO:0016192;GO:0022406	ENSP00000005257;ENSP00000019317;ENSP00000216106;ENSP00000219782;ENSP00000230449;ENSP00000238738;ENSP00000253861;ENSP00000260762;ENSP00000272427;ENSP00000272519;ENSP00000307208;ENSP00000320117;ENSP00000325674;ENSP00000333920;ENSP00000334100;ENSP00000341219;ENSP00000349824;ENSP00000353458;ENSP00000355605;ENSP00000360162;ENSP00000369409;ENSP00000370695;ENSP00000387498;ENSP00000400713;ENSP00000425587;ENSP00000446880;ENSP00000448598;ENSP00000452634;ENSP00000484855
8	R1	e019_R1	TRUE	5.366648142069978e-26	35	22	13	0.5909090909090909	0.37142857142857144	REAC:R-HSA-5663213	REAC	RHO GTPases Activate WASPs and WAVEs	10790	1760	NA	0	0.0217391304347826	1	35	10755	13	9	22	10746	10790	0.46714974295998385	1	1	-	-	REAC:R-HSA-5663213	GO:0006996	ENSP00000005260;ENSP00000219596;ENSP00000223023;ENSP00000228825;ENSP00000242140;ENSP00000248594;ENSP00000252071;ENSP00000256001;ENSP00000262942;ENSP00000263238;ENSP00000263246;ENSP00000294129;ENSP00000294742;ENSP00000295685;ENSP00000320924;ENSP00000345361;ENSP00000365891;ENSP00000367220;ENSP00000376024;ENSP00000380427;ENSP00000388169;ENSP00000389631;ENSP00000394496;ENSP00000413625;ENSP00000440945;ENSP00000452746;ENSP00000484060
8	R1	e019_R1	TRUE	4.321758151297439e-24	136	20	16	0.8	0.1176470588235294	KEGG:05135	KEGG	Yersinia infection	8161	425	NA	0.02222222222222222	0.04347826086956521	2	136	8025	16	4	120	8021	8161	0.3033019925270164	1	1	-	KEGG:05135	-	GO:0006996	ENSP00000005260;ENSP00000219596;ENSP00000223023;ENSP00000228825;ENSP00000242140;ENSP00000248594;ENSP00000252071;ENSP00000256001;ENSP00000262942;ENSP00000263238;ENSP00000263246;ENSP00000294129;ENSP00000294742;ENSP00000295685;ENSP00000320924;ENSP00000345361;ENSP00000365891;ENSP00000367220;ENSP00000376024;ENSP00000380427;ENSP00000388169;ENSP00000389631;ENSP00000394496;ENSP00000413625;ENSP00000440945;ENSP00000452746;ENSP00000484060
8	R1	e019_R1	TRUE	1.8051294745434952e-16	722	25	18	0.72	0.02493074792243767	GO:0030029	GO:BP	actin filament-based process	16324	7015	NA	0.24444444444444444	0.2608695652173913	12	722	15602	18	7	704	15595	16324	0.1287231613068314	1	1	GO:0030029	-	-	GO:0006996	ENSP00000005260;ENSP00000219596;ENSP00000223023;ENSP00000228825;ENSP00000242140;ENSP00000248594;ENSP00000252071;ENSP00000256001;ENSP00000262942;ENSP00000263238;ENSP00000263246;ENSP00000294129;ENSP00000294742;ENSP00000295685;ENSP00000320924;ENSP00000345361;ENSP00000365891;ENSP00000367220;ENSP00000376024;ENSP00000380427;ENSP00000388169;ENSP00000389631;ENSP00000394496;ENSP00000413625;ENSP00000440945;ENSP00000452746;ENSP00000484060
9	R1	e019_R1	TRUE	7.783990727442596e-34	77	24	19	0.7916666666666666	0.24675324675324675	KEGG:05412	KEGG	Arrhythmogenic right ventricular cardiomyopathy	8161	483	NA	0	0.00775193798449612	1	77	8084	19	5	58	8079	8161	0.43943399707724096	1	1	-	KEGG:05412	-	GO:0006811;GO:0015031;GO:0016192;GO:0007154;GO:0050789;GO:0065009	ENSP00000005284;ENSP00000219197;ENSP00000226021;ENSP00000252729;ENSP00000262138;ENSP00000264833;ENSP00000266376;ENSP00000270458;ENSP00000272133;ENSP00000282020;ENSP00000282499;ENSP00000288139;ENSP00000296526;ENSP00000300105;ENSP00000301050;ENSP00000310003;ENSP00000320025;ENSP00000327509;ENSP00000329200;ENSP00000349320;ENSP00000355192;ENSP00000365441;ENSP00000372169;ENSP00000375647;ENSP00000377840;ENSP00000397351;ENSP00000418081;ENSP00000419101;ENSP00000428994;ENSP00000438949;ENSP00000454014;ENSP00000481554
9	R1	e019_R1	TRUE	1.0701763861189506e-19	227	29	16	0.5517241379310345	0.07048458149779736	GO:0032412	GO:BP	regulation of monoatomic ion transmembrane transporter activity	16324	7970	NA	0.0625	0.06976744186046512	9	227	16097	16	13	211	16084	16324	0.19375303901259763	2	5	GO:0032412	-	-	GO:0006811;GO:0015031;GO:0016192;GO:0007154;GO:0050789;GO:0065009	ENSP00000005284;ENSP00000219197;ENSP00000226021;ENSP00000252729;ENSP00000262138;ENSP00000264833;ENSP00000266376;ENSP00000270458;ENSP00000272133;ENSP00000282020;ENSP00000282499;ENSP00000288139;ENSP00000296526;ENSP00000300105;ENSP00000301050;ENSP00000310003;ENSP00000320025;ENSP00000327509;ENSP00000329200;ENSP00000349320;ENSP00000355192;ENSP00000365441;ENSP00000372169;ENSP00000375647;ENSP00000377840;ENSP00000397351;ENSP00000418081;ENSP00000419101;ENSP00000428994;ENSP00000438949;ENSP00000454014;ENSP00000481554
9	R1	e019_R1	TRUE	2.2869157104674558e-18	11	21	8	0.380952380952381	0.7272727272727273	REAC:R-HSA-112308	REAC	Presynaptic depolarization and calcium channel opening	10790	1700	NA	0.09375	0.1007751937984496	13	11	10779	8	13	3	10766	10790	0.5257324073412085	1	1	-	-	REAC:R-HSA-112308	GO:0006811;GO:0015031;GO:0016192;GO:0007154;GO:0050789;GO:0065009	ENSP00000005284;ENSP00000219197;ENSP00000226021;ENSP00000252729;ENSP00000262138;ENSP00000264833;ENSP00000266376;ENSP00000270458;ENSP00000272133;ENSP00000282020;ENSP00000282499;ENSP00000288139;ENSP00000296526;ENSP00000300105;ENSP00000301050;ENSP00000310003;ENSP00000320025;ENSP00000327509;ENSP00000329200;ENSP00000349320;ENSP00000355192;ENSP00000365441;ENSP00000372169;ENSP00000375647;ENSP00000377840;ENSP00000397351;ENSP00000418081;ENSP00000419101;ENSP00000428994;ENSP00000438949;ENSP00000454014;ENSP00000481554
10	R1	e019_R1	TRUE	5.2383813605633085e-23	36	18	11	0.6111111111111112	0.3055555555555556	GO:0060071	GO:BP	Wnt signaling pathway, planar cell polarity pathway	16324	15164	NA	0.06172839506172839	0.07317073170731707	6	36	16288	11	7	25	16281	16324	0.4312747954791498	5	1	GO:0060071	-	-	GO:0032502;GO:0050789;GO:0007154	ENSP00000005340;ENSP00000262457;ENSP00000264634;ENSP00000285018;ENSP00000286201;ENSP00000290167;ENSP00000296849;ENSP00000316054;ENSP00000323901;ENSP00000325526;ENSP00000330523;ENSP00000337439;ENSP00000337443;ENSP00000351605;ENSP00000354607;ENSP00000364860;ENSP00000368169;ENSP00000378557;ENSP00000379228
10	R1	e019_R1	TRUE	9.600044761158235e-21	92	15	12	0.8	0.13043478260869565	REAC:R-HSA-4086400	REAC	PCP/CE pathway	10790	1571	NA	0.13580246913580246	0.14634146341463414	12	92	10698	12	3	80	10695	10790	0.3211808553440827	2	1	-	-	REAC:R-HSA-4086400	GO:0032502;GO:0050789;GO:0007154	ENSP00000005340;ENSP00000262457;ENSP00000264634;ENSP00000285018;ENSP00000286201;ENSP00000290167;ENSP00000296849;ENSP00000316054;ENSP00000323901;ENSP00000325526;ENSP00000330523;ENSP00000337439;ENSP00000337443;ENSP00000351605;ENSP00000354607;ENSP00000364860;ENSP00000368169;ENSP00000378557;ENSP00000379228
10	R1	e019_R1	TRUE	1.9751496650391865e-19	63	15	11	0.7333333333333333	0.1746031746031746	KEGG:05217	KEGG	Basal cell carcinoma	8161	461	NA	0.16049382716049382	0.17073170731707318	14	63	8098	11	4	52	8094	8161	0.35576491149644274	2	1	-	KEGG:05217	-	GO:0032502;GO:0050789;GO:0007154	ENSP00000005340;ENSP00000262457;ENSP00000264634;ENSP00000285018;ENSP00000286201;ENSP00000290167;ENSP00000296849;ENSP00000316054;ENSP00000323901;ENSP00000325526;ENSP00000330523;ENSP00000337439;ENSP00000337443;ENSP00000351605;ENSP00000354607;ENSP00000364860;ENSP00000368169;ENSP00000378557;ENSP00000379228
11	R1	e019_R1	TRUE	1.3304066090331396e-30	15	23	12	0.5217391304347826	0.8	GO:1904507	GO:BP	positive regulation of telomere maintenance in response to DNA damage	16324	25027	NA	0	0.02083333333333333	1	15	16309	12	11	3	16298	16324	0.6456719744994194	1	1	GO:1904507	-	-	GO:0050789;GO:0051276;GO:0050896;GO:0006259	ENSP00000005386;ENSP00000188312;ENSP00000233331;ENSP00000243903;ENSP00000262265;ENSP00000264279;ENSP00000280350;ENSP00000304593;ENSP00000318297;ENSP00000336842;ENSP00000349640;ENSP00000355205;ENSP00000356425;ENSP00000359606;ENSP00000368459;ENSP00000375639;ENSP00000384198;ENSP00000391457;ENSP00000406037;ENSP00000436926;ENSP00000457016;ENSP00000463154;ENSP00000467041;ENSP00000473172;ENSP00000484687
11	R1	e019_R1	TRUE	2.4495496073250098e-20	38	14	10	0.7142857142857143	0.2631578947368421	REAC:R-HSA-5696394	REAC	DNA Damage Recognition in GG-NER	10790	418	NA	0.10638297872340426	0.125	6	38	10752	10	4	28	10748	10790	0.4324596853494156	1	1	-	-	REAC:R-HSA-5696394	GO:0050789;GO:0051276;GO:0050896;GO:0006259	ENSP00000005386;ENSP00000188312;ENSP00000233331;ENSP00000243903;ENSP00000262265;ENSP00000264279;ENSP00000280350;ENSP00000304593;ENSP00000318297;ENSP00000336842;ENSP00000349640;ENSP00000355205;ENSP00000356425;ENSP00000359606;ENSP00000368459;ENSP00000375639;ENSP00000384198;ENSP00000391457;ENSP00000406037;ENSP00000436926;ENSP00000457016;ENSP00000463154;ENSP00000467041;ENSP00000473172;ENSP00000484687
12	R1	e019_R1	TRUE	3.302267651524557e-13	81	23	10	0.43478260869565216	0.12345679012345678	KEGG:04662	KEGG	B cell receptor signaling pathway	8161	333	NA	0	0.025	1	81	8080	10	13	71	8067	8161	0.2278470466998364	1	1	-	KEGG:04662	-	GO:0002376;GO:0050789	ENSP00000005587;ENSP00000046794;ENSP00000221972;ENSP00000224337;ENSP00000248598;ENSP00000252593;ENSP00000291759;ENSP00000303507;ENSP00000305988;ENSP00000323280;ENSP00000339186;ENSP00000342681;ENSP00000357231;ENSP00000370912;ENSP00000376544;ENSP00000378845;ENSP00000379980;ENSP00000391592;ENSP00000398655;ENSP00000417653;ENSP00000420494;ENSP00000423602;ENSP00000427114;ENSP00000440428;ENSP00000465039;ENSP00000472929;ENSP00000482457;ENSP00000483570
12	R1	e019_R1	TRUE	5.600790848191888e-11	338	26	12	0.4615384615384616	0.03550295857988166	GO:0002768	GO:BP	immune response-regulating cell surface receptor signaling pathway	16324	1298	NA	0.02564102564102564	0.05	2	338	15986	12	14	326	15972	16324	0.12364931145585066	1	3	GO:0002768	-	-	GO:0002376;GO:0050789	ENSP00000005587;ENSP00000046794;ENSP00000221972;ENSP00000224337;ENSP00000248598;ENSP00000252593;ENSP00000291759;ENSP00000303507;ENSP00000305988;ENSP00000323280;ENSP00000339186;ENSP00000342681;ENSP00000357231;ENSP00000370912;ENSP00000376544;ENSP00000378845;ENSP00000379980;ENSP00000391592;ENSP00000398655;ENSP00000417653;ENSP00000420494;ENSP00000423602;ENSP00000427114;ENSP00000440428;ENSP00000465039;ENSP00000472929;ENSP00000482457;ENSP00000483570
12	R1	e019_R1	TRUE	1.3717905371278335e-9	84	23	8	0.34782608695652173	0.09523809523809525	REAC:R-HSA-983695	REAC	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	10790	146	NA	0.1282051282051282	0.15	6	84	10706	8	15	76	10691	10790	0.17882002741041247	1	1	-	-	REAC:R-HSA-983695	GO:0002376;GO:0050789	ENSP00000005587;ENSP00000046794;ENSP00000221972;ENSP00000224337;ENSP00000248598;ENSP00000252593;ENSP00000291759;ENSP00000303507;ENSP00000305988;ENSP00000323280;ENSP00000339186;ENSP00000342681;ENSP00000357231;ENSP00000370912;ENSP00000376544;ENSP00000378845;ENSP00000379980;ENSP00000391592;ENSP00000398655;ENSP00000417653;ENSP00000420494;ENSP00000423602;ENSP00000427114;ENSP00000440428;ENSP00000465039;ENSP00000472929;ENSP00000482457;ENSP00000483570
13	R1	e019_R1	TRUE	2.672824275493901e-23	19	32	11	0.34375	0.5789473684210527	GO:0042659	GO:BP	regulation of cell fate specification	16324	10850	NA	0	0.02564102564102564	1	19	16305	11	21	8	16284	16324	0.44529402933575774	1	1	GO:0042659	-	-	GO:0032502;GO:0050789;GO:0016043	ENSP00000006015;ENSP00000235090;ENSP00000242480;ENSP00000255120;ENSP00000256429;ENSP00000262450;ENSP00000264108;ENSP00000264674;ENSP00000278823;ENSP00000300131;ENSP00000301280;ENSP00000315700;ENSP00000326630;ENSP00000329097;ENSP00000329170;ENSP00000333633;ENSP00000338774;ENSP00000349508;ENSP00000353463;ENSP00000357644;ENSP00000362103;ENSP00000362592;ENSP00000368761;ENSP00000368880;ENSP00000369424;ENSP00000369716;ENSP00000370800;ENSP00000375921;ENSP00000380093;ENSP00000383973;ENSP00000412302;ENSP00000430432
13	R1	e019_R1	TRUE	2.1742836332797448e-18	47	24	11	0.4583333333333333	0.23404255319148937	REAC:R-HSA-73762	REAC	RNA Polymerase I Transcription Initiation	10790	1793	NA	0.15789473684210523	0.1794871794871795	7	47	10743	11	13	36	10730	10790	0.3254786008323217	2	1	-	-	REAC:R-HSA-73762	GO:0032502;GO:0050789;GO:0016043	ENSP00000006015;ENSP00000235090;ENSP00000242480;ENSP00000255120;ENSP00000256429;ENSP00000262450;ENSP00000264108;ENSP00000264674;ENSP00000278823;ENSP00000300131;ENSP00000301280;ENSP00000315700;ENSP00000326630;ENSP00000329097;ENSP00000329170;ENSP00000333633;ENSP00000338774;ENSP00000349508;ENSP00000353463;ENSP00000357644;ENSP00000362103;ENSP00000362592;ENSP00000368761;ENSP00000368880;ENSP00000369424;ENSP00000369716;ENSP00000370800;ENSP00000375921;ENSP00000380093;ENSP00000383973;ENSP00000412302;ENSP00000430432
14	R1	e019_R1	TRUE	4.263875239333776e-32	31	21	14	0.6666666666666666	0.4516129032258064	GO:0099022	GO:BP	vesicle tethering	16324	20073	NA	0	0.04545454545454545	1	31	16293	14	7	17	16286	16324	0.548013115350418	1	1	GO:0099022	-	-	GO:0016050;GO:0061024	ENSP00000006275;ENSP00000276449;ENSP00000283351;ENSP00000291574;ENSP00000297508;ENSP00000301021;ENSP00000302783;ENSP00000324318;ENSP00000330289;ENSP00000335371;ENSP00000357564;ENSP00000357591;ENSP00000373979;ENSP00000379563;ENSP00000383212;ENSP00000392495;ENSP00000409231;ENSP00000420127;ENSP00000436005;ENSP00000469888;ENSP00000470262;ENSP00000480332;ENSP00000485615
14	R1	e019_R1	TRUE	5.620116140631697e-28	88	17	15	0.8823529411764706	0.17045454545454544	REAC:R-HSA-8876198	REAC	RAB GEFs exchange GTP for GDP on RABs	10790	1742	NA	0.09523809523809525	0.13636363636363635	3	88	10702	15	2	73	10700	10790	0.38611190974862586	1	1	-	-	REAC:R-HSA-8876198	GO:0016050;GO:0061024	ENSP00000006275;ENSP00000276449;ENSP00000283351;ENSP00000291574;ENSP00000297508;ENSP00000301021;ENSP00000302783;ENSP00000324318;ENSP00000330289;ENSP00000335371;ENSP00000357564;ENSP00000357591;ENSP00000373979;ENSP00000379563;ENSP00000383212;ENSP00000392495;ENSP00000409231;ENSP00000420127;ENSP00000436005;ENSP00000469888;ENSP00000470262;ENSP00000480332;ENSP00000485615
15	R1	e019_R1	TRUE	6.680594300142552e-24	84	25	15	0.6	0.17857142857142858	REAC:R-HSA-216083	REAC	Integrin cell surface interactions	10790	1156	NA	0	0.03225806451612903	1	84	10706	15	10	69	10696	10790	0.32472115485562264	1	1	-	-	REAC:R-HSA-216083	GO:0050789;GO:0007155	ENSP00000007722;ENSP00000200557;ENSP00000215637;ENSP00000222573;ENSP00000264246;ENSP00000264377;ENSP00000264870;ENSP00000265727;ENSP00000265769;ENSP00000267082;ENSP00000283249;ENSP00000293379;ENSP00000294728;ENSP00000296181;ENSP00000299106;ENSP00000312273;ENSP00000312506;ENSP00000327290;ENSP00000347665;ENSP00000355751;ENSP00000356382;ENSP00000358310;ENSP00000360472;ENSP00000367316;ENSP00000373854;ENSP00000380227;ENSP00000383376;ENSP00000389252
15	R1	e019_R1	TRUE	2.447618772938999e-20	81	28	13	0.4642857142857143	0.16049382716049382	GO:0033627	GO:BP	cell adhesion mediated by integrin	16324	8766	NA	0.03333333333333333	0.06451612903225806	2	81	16243	13	15	68	16228	16324	0.2709619519234364	1	1	GO:0033627	-	-	GO:0050789;GO:0007155	ENSP00000007722;ENSP00000200557;ENSP00000215637;ENSP00000222573;ENSP00000264246;ENSP00000264377;ENSP00000264870;ENSP00000265727;ENSP00000265769;ENSP00000267082;ENSP00000283249;ENSP00000293379;ENSP00000294728;ENSP00000296181;ENSP00000299106;ENSP00000312273;ENSP00000312506;ENSP00000327290;ENSP00000347665;ENSP00000355751;ENSP00000356382;ENSP00000358310;ENSP00000360472;ENSP00000367316;ENSP00000373854;ENSP00000380227;ENSP00000383376;ENSP00000389252
