module	monet_type	experiment_info	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc	row_rank_p	row_rank_mcc	top_go	top_kegg	top_reac	goslim_pir	genes
6	R1	e019_R1	TRUE	9.143870770197158e-15	53	11	8	0.7272727272727273	0.1509433962264151	REAC:R-HSA-9662361	REAC	Sensory processing of sound by outer hair cells of the cochlea	10790	2080	NA	0.08333333333333333	0.10810810810810811	4	53	10737	8	3	45	10734	10790	0.3300679024308129	1	1	-	-	REAC:R-HSA-9662361	GO:0032502;GO:0050877	-
7	R1	e019_R1	TRUE	3.340171302127511e-23	9	27	9	0.3333333333333333	1	GO:0090522	GO:BP	vesicle tethering involved in exocytosis	16324	19367	NA	0	0.02439024390243902	1	9	16315	9	18	0	16297	16324	0.5770316920265505	1	1	GO:0090522	-	-	GO:0046903;GO:0061024;GO:0051640;GO:0016192;GO:0022406	-
7	R1	e019_R1	TRUE	3.368695629034139e-16	21	17	8	0.4705882352941176	0.380952380952381	REAC:R-HSA-5620916	REAC	VxPx cargo-targeting to cilium	10790	2528	NA	0.05	0.07317073170731707	3	21	10769	8	9	13	10760	10790	0.42239759515255537	1	1	-	-	REAC:R-HSA-5620916	GO:0046903;GO:0061024;GO:0051640;GO:0016192;GO:0022406	-
8	R1	e019_R1	TRUE	5.366648142069978e-26	35	22	13	0.5909090909090909	0.37142857142857144	REAC:R-HSA-5663213	REAC	RHO GTPases Activate WASPs and WAVEs	10790	1760	NA	0	0.0217391304347826	1	35	10755	13	9	22	10746	10790	0.46714974295998385	1	1	-	-	REAC:R-HSA-5663213	GO:0006996	-
8	R1	e019_R1	TRUE	4.321758151297439e-24	136	20	16	0.8	0.1176470588235294	KEGG:05135	KEGG	Yersinia infection	8161	425	NA	0.02222222222222222	0.04347826086956521	2	136	8025	16	4	120	8021	8161	0.3033019925270164	1	1	-	KEGG:05135	-	GO:0006996	-
8	R1	e019_R1	TRUE	1.8051294745434952e-16	722	25	18	0.72	0.02493074792243767	GO:0030029	GO:BP	actin filament-based process	16324	7015	NA	0.24444444444444444	0.2608695652173913	12	722	15602	18	7	704	15595	16324	0.1287231613068314	1	1	GO:0030029	-	-	GO:0006996	-
9	R1	e019_R1	TRUE	7.783990727442596e-34	77	24	19	0.7916666666666666	0.24675324675324675	KEGG:05412	KEGG	Arrhythmogenic right ventricular cardiomyopathy	8161	483	NA	0	0.00775193798449612	1	77	8084	19	5	58	8079	8161	0.43943399707724096	1	1	-	KEGG:05412	-	GO:0006811;GO:0015031;GO:0016192;GO:0007154;GO:0050789;GO:0065009	-
9	R1	e019_R1	TRUE	1.0701763861189506e-19	227	29	16	0.5517241379310345	0.07048458149779736	GO:0032412	GO:BP	regulation of monoatomic ion transmembrane transporter activity	16324	7970	NA	0.0625	0.06976744186046512	9	227	16097	16	13	211	16084	16324	0.19375303901259763	2	5	GO:0032412	-	-	GO:0006811;GO:0015031;GO:0016192;GO:0007154;GO:0050789;GO:0065009	-
9	R1	e019_R1	TRUE	2.2869157104674558e-18	11	21	8	0.380952380952381	0.7272727272727273	REAC:R-HSA-112308	REAC	Presynaptic depolarization and calcium channel opening	10790	1700	NA	0.09375	0.1007751937984496	13	11	10779	8	13	3	10766	10790	0.5257324073412085	1	1	-	-	REAC:R-HSA-112308	GO:0006811;GO:0015031;GO:0016192;GO:0007154;GO:0050789;GO:0065009	-
10	R1	e019_R1	TRUE	5.2383813605633085e-23	36	18	11	0.6111111111111112	0.3055555555555556	GO:0060071	GO:BP	Wnt signaling pathway, planar cell polarity pathway	16324	15164	NA	0.06172839506172839	0.07317073170731707	6	36	16288	11	7	25	16281	16324	0.4312747954791498	5	1	GO:0060071	-	-	GO:0032502;GO:0050789;GO:0007154	-
10	R1	e019_R1	TRUE	9.600044761158235e-21	92	15	12	0.8	0.13043478260869565	REAC:R-HSA-4086400	REAC	PCP/CE pathway	10790	1571	NA	0.13580246913580246	0.14634146341463414	12	92	10698	12	3	80	10695	10790	0.3211808553440827	2	1	-	-	REAC:R-HSA-4086400	GO:0032502;GO:0050789;GO:0007154	-
10	R1	e019_R1	TRUE	1.9751496650391865e-19	63	15	11	0.7333333333333333	0.1746031746031746	KEGG:05217	KEGG	Basal cell carcinoma	8161	461	NA	0.16049382716049382	0.17073170731707318	14	63	8098	11	4	52	8094	8161	0.35576491149644274	2	1	-	KEGG:05217	-	GO:0032502;GO:0050789;GO:0007154	-
11	R1	e019_R1	TRUE	1.3304066090331396e-30	15	23	12	0.5217391304347826	0.8	GO:1904507	GO:BP	positive regulation of telomere maintenance in response to DNA damage	16324	25027	NA	0	0.02083333333333333	1	15	16309	12	11	3	16298	16324	0.6456719744994194	1	1	GO:1904507	-	-	GO:0050789;GO:0051276;GO:0050896;GO:0006259	-
11	R1	e019_R1	TRUE	2.4495496073250095e-20	38	14	10	0.7142857142857143	0.2631578947368421	REAC:R-HSA-5696394	REAC	DNA Damage Recognition in GG-NER	10790	418	NA	0.10638297872340426	0.125	6	38	10752	10	4	28	10748	10790	0.4324596853494156	1	1	-	-	REAC:R-HSA-5696394	GO:0050789;GO:0051276;GO:0050896;GO:0006259	-
12	R1	e019_R1	TRUE	3.302267651524557e-13	81	23	10	0.43478260869565216	0.12345679012345678	KEGG:04662	KEGG	B cell receptor signaling pathway	8161	333	NA	0	0.025	1	81	8080	10	13	71	8067	8161	0.2278470466998364	1	1	-	KEGG:04662	-	GO:0002376;GO:0050789	-
12	R1	e019_R1	TRUE	5.600790848191888e-11	338	26	12	0.4615384615384616	0.03550295857988166	GO:0002768	GO:BP	immune response-regulating cell surface receptor signaling pathway	16324	1298	NA	0.02564102564102564	0.05	2	338	15986	12	14	326	15972	16324	0.12364931145585066	1	3	GO:0002768	-	-	GO:0002376;GO:0050789	-
12	R1	e019_R1	TRUE	1.3717905371278335e-9	84	23	8	0.34782608695652173	0.09523809523809525	REAC:R-HSA-983695	REAC	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	10790	146	NA	0.1282051282051282	0.15	6	84	10706	8	15	76	10691	10790	0.17882002741041247	1	1	-	-	REAC:R-HSA-983695	GO:0002376;GO:0050789	-
13	R1	e019_R1	TRUE	2.672824275493901e-23	19	32	11	0.34375	0.5789473684210527	GO:0042659	GO:BP	regulation of cell fate specification	16324	10850	NA	0	0.02564102564102564	1	19	16305	11	21	8	16284	16324	0.44529402933575774	1	1	GO:0042659	-	-	GO:0032502;GO:0050789;GO:0016043	-
13	R1	e019_R1	TRUE	2.1742836332797448e-18	47	24	11	0.4583333333333333	0.23404255319148937	REAC:R-HSA-73762	REAC	RNA Polymerase I Transcription Initiation	10790	1793	NA	0.15789473684210523	0.1794871794871795	7	47	10743	11	13	36	10730	10790	0.3254786008323217	2	1	-	-	REAC:R-HSA-73762	GO:0032502;GO:0050789;GO:0016043	-
14	R1	e019_R1	TRUE	4.263875239333776e-32	31	21	14	0.6666666666666666	0.4516129032258064	GO:0099022	GO:BP	vesicle tethering	16324	20073	NA	0	0.04545454545454545	1	31	16293	14	7	17	16286	16324	0.548013115350418	1	1	GO:0099022	-	-	GO:0016050;GO:0061024	-
14	R1	e019_R1	TRUE	5.620116140631697e-28	88	17	15	0.8823529411764706	0.17045454545454544	REAC:R-HSA-8876198	REAC	RAB GEFs exchange GTP for GDP on RABs	10790	1742	NA	0.09523809523809525	0.13636363636363635	3	88	10702	15	2	73	10700	10790	0.38611190974862586	1	1	-	-	REAC:R-HSA-8876198	GO:0016050;GO:0061024	-
15	R1	e019_R1	TRUE	6.680594300142552e-24	84	25	15	0.6	0.17857142857142858	REAC:R-HSA-216083	REAC	Integrin cell surface interactions	10790	1156	NA	0	0.03225806451612903	1	84	10706	15	10	69	10696	10790	0.32472115485562264	1	1	-	-	REAC:R-HSA-216083	GO:0050789;GO:0007155	-
15	R1	e019_R1	TRUE	2.447618772938999e-20	81	28	13	0.4642857142857143	0.16049382716049382	GO:0033627	GO:BP	cell adhesion mediated by integrin	16324	8766	NA	0.03333333333333333	0.06451612903225806	2	81	16243	13	15	68	16228	16324	0.2709619519234364	1	1	GO:0033627	-	-	GO:0050789;GO:0007155	-
15	R1	e019_R1	TRUE	1.9754918516948523e-17	88	21	12	0.5714285714285714	0.13636363636363635	KEGG:04512	KEGG	ECM-receptor interaction	8161	308	NA	0.1	0.12903225806451613	4	88	8073	12	9	76	8064	8161	0.2757213602758899	1	1	-	KEGG:04512	-	GO:0050789;GO:0007155	-
16	R1	e019_R1	TRUE	2.247003032853033e-23	34	14	11	0.7857142857142857	0.3235294117647059	KEGG:04710	KEGG	Circadian rhythm	8161	339	NA	0	0.02631578947368421	1	34	8127	11	3	23	8124	8161	0.5029903779486863	1	1	-	KEGG:04710	-	GO:0050789;GO:0050896;GO:0048511	-
16	R1	e019_R1	TRUE	1.0153064043308752e-19	67	21	12	0.5714285714285714	0.1791044776119403	REAC:R-HSA-400253	REAC	Circadian Clock	10790	348	NA	0.02702702702702703	0.05263157894736842	2	67	10723	12	9	55	10714	10790	0.31773473324703244	1	1	-	-	REAC:R-HSA-400253	GO:0050789;GO:0050896;GO:0048511	-
16	R1	e019_R1	TRUE	2.803516818592145e-18	68	22	11	0.5	0.16176470588235295	GO:0032922	GO:BP	circadian regulation of gene expression	16324	8341	NA	0.08108108108108109	0.10526315789473684	4	68	16256	11	11	57	16245	16324	0.28280871885000936	2	3	GO:0032922	-	-	GO:0050789;GO:0050896;GO:0048511	-
17	R1	e019_R1	TRUE	2.302262290792772e-13	71	22	9	0.4090909090909091	0.1267605633802817	GO:0009408	GO:BP	response to heat	16324	3549	NA	0.14285714285714285	0.2	3	71	16253	9	13	62	16240	16324	0.2259431924401911	3	1	GO:0009408	-	-	GO:0050896;GO:0006457	-
17	R1	e019_R1	TRUE	1.1388056137053936e-11	87	14	8	0.5714285714285714	0.09195402298850576	REAC:R-HSA-3371556	REAC	Cellular response to heat stress	10790	322	NA	0.21428571428571427	0.26666666666666666	4	87	10703	8	6	79	10697	10790	0.22705682904329424	1	1	-	-	REAC:R-HSA-3371556	GO:0050896;GO:0006457	-
18	R1	e019_R1	TRUE	3.918823469726569e-35	37	24	17	0.7083333333333334	0.4594594594594595	KEGG:05332	KEGG	Graft-versus-host disease	8161	480	NA	0	0.00775193798449612	1	37	8124	17	7	20	8117	8161	0.5689577554946946	1	1	-	KEGG:05332	-	GO:0002376;GO:0050789;GO:0065003;GO:0001775	-
18	R1	e019_R1	TRUE	3.4216261065346696e-30	14	27	12	0.4444444444444444	0.8571428571428571	GO:0002503	GO:BP	peptide antigen assembly with MHC class II protein complex	16324	1044	NA	0.015625	0.03100775193798449	3.5	14	16310	12	15	2	16295	16324	0.6167970139071028	1	1	GO:0002503	-	-	GO:0002376;GO:0050789;GO:0065003;GO:0001775	-
18	R1	e019_R1	TRUE	4.6172605386342477e-17	123	25	13	0.52	0.10569105691056913	REAC:R-HSA-2132295	REAC	MHC class II antigen presentation	10790	1304	NA	0.203125	0.20930232558139536	27	123	10667	13	12	110	10655	10790	0.23088066218452064	1	1	-	-	REAC:R-HSA-2132295	GO:0002376;GO:0050789;GO:0065003;GO:0001775	-
19	R1	e019_R1	TRUE	6.261657973076754e-11	8	16	5	0.3125	0.625	REAC:R-HSA-8851805	REAC	MET activates RAS signaling	10790	1298	NA	0	0.02777777777777777	1	8	10782	5	11	3	10771	10790	0.4413841134483552	1	1	-	-	REAC:R-HSA-8851805	NA	-
19	R1	e019_R1	TRUE	1.089309445794606e-6	79	10	5	0.5	0.06329113924050633	KEGG:01521	KEGG	EGFR tyrosine kinase inhibitor resistance	8161	195	NA	0.08571428571428572	0.1111111111111111	4	79	8082	5	5	74	8077	8161	0.17540598426742218	2	1	-	KEGG:01521	-	NA	-
20	R1	e019_R1	TRUE	3.683986619897366e-13	115	33	11	0.3333333333333333	0.09565217391304348	GO:0050852	GO:BP	T cell receptor signaling pathway	16324	14053	NA	0	0.02222222222222222	1	115	16209	11	22	104	16187	16324	0.17558378584722517	1	1	GO:0050852	-	-	GO:0002376;GO:0050789	-
20	R1	e019_R1	TRUE	6.424715882241264e-11	37	19	7	0.3684210526315789	0.1891891891891892	KEGG:05340	KEGG	Primary immunodeficiency	8161	481	NA	0.04545454545454545	0.06666666666666667	3	37	8124	7	12	30	8112	8161	0.26165901485208276	2	1	-	KEGG:05340	-	GO:0002376;GO:0050789	-
20	R1	e019_R1	TRUE	4.081098808860672e-9	22	28	6	0.21428571428571427	0.2727272727272727	REAC:R-HSA-202430	REAC	Translocation of ZAP-70 to Immunological synapse	10790	2442	NA	0.13636363636363635	0.15555555555555556	7	22	10768	6	22	16	10746	10790	0.2400027577876875	1	1	-	-	REAC:R-HSA-202430	GO:0002376;GO:0050789	-
21	R1	e019_R1	TRUE	5.26464854143614e-23	10	19	9	0.47368421052631576	0.9	REAC:R-HSA-390450	REAC	Folding of actin by CCT/TriC	10790	897	NA	0	0.01388888888888888	1	10	10780	9	10	1	10770	10790	0.6525280895737788	1	1	-	-	REAC:R-HSA-390450	GO:0050789;GO:0051641;GO:0051234;GO:0006457	-
21	R1	e019_R1	TRUE	4.2685638658294875e-19	10	24	8	0.3333333333333333	0.8	GO:1904851	GO:BP	positive regulation of establishment of protein localization to telomere	16324	25323	NA	0.02816901408450704	0.04166666666666666	3	10	16314	8	16	2	16298	16324	0.5159861528367946	1	1	GO:1904851	-	-	GO:0050789;GO:0051641;GO:0051234;GO:0006457	-
22	R1	e019_R1	TRUE	4.6307213864574485e-30	59	28	16	0.5714285714285714	0.2711864406779661	GO:0006303	GO:BP	double-strand break repair via nonhomologous end joining	16324	2155	NA	0.01587301587301587	0.03125	2	59	16265	16	12	43	16253	16324	0.3922097179827398	2	1	GO:0006303	-	-	GO:0002376;GO:0006266;GO:0006281	-
22	R1	e019_R1	TRUE	1.7892859973902292e-23	13	21	10	0.47619047619047616	0.7692307692307693	KEGG:03450	KEGG	Non-homologous end-joining	8161	236	NA	0.07936507936507936	0.09375	6	13	8148	10	11	3	8137	8161	0.6044621532714258	1	1	-	KEGG:03450	-	GO:0002376;GO:0006266;GO:0006281	-
22	R1	e019_R1	TRUE	7.786493420078362e-13	68	21	9	0.42857142857142855	0.1323529411764706	REAC:R-HSA-5693571	REAC	Nonhomologous End-Joining (NHEJ)	10790	1519	NA	0.12698412698412698	0.140625	9	68	10722	9	12	59	10710	10790	0.2356354081272907	2	1	-	-	REAC:R-HSA-5693571	GO:0002376;GO:0006266;GO:0006281	-
23	R1	e019_R1	TRUE	1.093093881260395e-5	2	3	2	0.6666666666666666	1	GO:0046160	GO:BP	heme a metabolic process	16324	12633	NA	0.16666666666666666	0.3076923076923077	3.5	2	16322	2	1	0	16321	16324	0.8164715683959474	3	1	GO:0046160	-	-	GO:0065003	-
24	R1	e019_R1	TRUE	9.011678225819052e-6	459	7	6	0.8571428571428571	0.0130718954248366	REAC:R-HSA-500792	REAC	GPCR ligand binding	10790	965	NA	0	0.1	1	459	10331	6	1	453	10330	10790	0.10284173472001824	1	1	-	-	REAC:R-HSA-500792	GO:0050789	-
24	R1	e019_R1	TRUE	3.685666455176373e-5	101	7	4	0.5714285714285714	0.0396039603960396	KEGG:04972	KEGG	Pancreatic secretion	8161	396	NA	0.1111111111111111	0.2	2	101	8060	4	3	97	8057	8161	0.1481601936366912	1	1	-	KEGG:04972	-	GO:0050789	-
24	R1	e019_R1	TRUE	1.459482756275451e-4	2	7	2	0.2857142857142857	1	GO:0038188	GO:BP	cholecystokinin signaling pathway	16324	10310	NA	0.2222222222222222	0.3	3	2	16322	2	5	0	16317	16324	0.5344406060791936	1	1	GO:0038188	-	-	GO:0050789	-
25	R1	e019_R1	TRUE	2.437522928914861e-19	45	11	9	0.8181818181818182	0.2	GO:0015804	GO:BP	neutral amino acid transport	16324	5040	NA	0.02325581395348837	0.04545454545454545	2	45	16279	9	2	36	16277	16324	0.40384990908629576	1	1	GO:0015804	-	-	GO:0006865	-
25	R1	e019_R1	TRUE	1.1235959126792659e-17	25	11	8	0.7272727272727273	0.32	REAC:R-HSA-210991	REAC	Basigin interactions	10790	198	NA	0.09302325581395347	0.11363636363636365	5	25	10765	8	3	17	10762	10790	0.4816849075742946	2	1	-	-	REAC:R-HSA-210991	GO:0006865	-
26	R1	e019_R1	TRUE	7.181089830253857e-23	52	29	13	0.4482758620689655	0.25	GO:1902476	GO:BP	chloride transmembrane transport	16324	23347	NA	0	0.01724137931034482	1	52	16272	13	16	39	16256	16324	0.333214935550086	1	2	GO:1902476	-	-	GO:0006811;GO:0007033;GO:0065008;GO:0007154;GO:0022607	-
26	R1	e019_R1	TRUE	4.216849590608766e-17	60	24	11	0.4583333333333333	0.18333333333333332	REAC:R-HSA-977443	REAC	GABA receptor activation	10790	957	NA	0.12280701754385964	0.13793103448275862	8	60	10730	11	13	49	10717	10790	0.287477961495912	1	1	-	-	REAC:R-HSA-977443	GO:0006811;GO:0007033;GO:0065008;GO:0007154;GO:0022607	-
26	R1	e019_R1	TRUE	2.791808632206277e-16	40	24	10	0.4166666666666667	0.25	KEGG:05033	KEGG	Nicotine addiction	8161	414	NA	0.17543859649122806	0.1896551724137931	11	40	8121	10	14	30	8107	8161	0.32020775221666054	2	1	-	KEGG:05033	-	GO:0006811;GO:0007033;GO:0065008;GO:0007154;GO:0022607	-
27	R1	e019_R1	TRUE	6.147248636034955e-19	31	15	9	0.6	0.2903225806451613	GO:0006506	GO:BP	GPI anchor biosynthetic process	16324	2284	NA	0	0.02702702702702703	1	31	16293	9	6	22	16287	16324	0.41663108522011955	1	1	GO:0006506	-	-	GO:0036211;GO:0044255;GO:0009059;GO:0006793	-
27	R1	e019_R1	TRUE	2.5293665170582167e-14	26	11	7	0.6363636363636364	0.2692307692307692	KEGG:00563	KEGG	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	8161	87	NA	0.1388888888888889	0.16216216216216217	6	26	8135	7	4	19	8131	8161	0.4127823415207693	1	1	-	KEGG:00563	-	GO:0036211;GO:0044255;GO:0009059;GO:0006793	-
28	R1	e019_R1	TRUE	4.938968512023978e-14	8	17	6	0.35294117647058826	0.75	REAC:R-HSA-9017802	REAC	Noncanonical activation of NOTCH3	10790	1518	NA	0	0.0175438596491228	1	8	10782	6	11	2	10771	10790	0.5140104644086453	1	1	-	-	REAC:R-HSA-9017802	GO:0006518;GO:0006508	-
28	R1	e019_R1	TRUE	1.7332287019684918e-13	8	23	6	0.2608695652173913	0.75	GO:0007220	GO:BP	Notch receptor processing	16324	2841	NA	0.01785714285714285	0.03508771929824561	2	8	16316	6	17	2	16299	16324	0.44191455860195256	1	1	GO:0007220	-	-	GO:0006518;GO:0006508	-
29	R1	e019_R1	TRUE	7.1310687098404625e-22	128	22	14	0.6363636363636364	0.109375	GO:1903008	GO:BP	organelle disassembly	16324	23757	NA	0.02564102564102564	0.05	2	128	16196	14	8	114	16188	16324	0.26177573515672103	2	3	GO:1903008	-	-	GO:0022411;GO:0007005;GO:0006914	-
29	R1	e019_R1	TRUE	7.487605606872856e-15	72	13	9	0.6923076923076923	0.125	KEGG:04137	KEGG	Mitophagy - animal	8161	269	NA	0.2307692307692308	0.25	10	72	8089	9	4	63	8085	8161	0.29194767490336787	1	1	-	KEGG:04137	-	GO:0022411;GO:0007005;GO:0006914	-
30	R1	e019_R1	TRUE	2.7855053595766205e-15	10	23	7	0.30434782608695654	0.7	REAC:R-HSA-193697	REAC	p75NTR regulates axonogenesis	10790	2583	NA	0	0.01612903225806451	1	10	10780	7	16	3	10764	10790	0.46086563032899486	1	1	-	-	REAC:R-HSA-193697	GO:0050789;GO:0050896	-
30	R1	e019_R1	TRUE	1.5150783481704332e-14	118	19	11	0.5789473684210527	0.093220338983050835	KEGG:04722	KEGG	Neurotrophin signaling pathway	8161	346	NA	0.01639344262295082	0.03225806451612903	2	118	8043	11	8	107	8035	8161	0.2284333870758762	1	1	-	KEGG:04722	-	GO:0050789;GO:0050896	-
30	R1	e019_R1	TRUE	3.959088753439911e-7	21	29	5	0.1724137931034483	0.23809523809523808	GO:0038179	GO:BP	neurotrophin signaling pathway	16324	10305	NA	0.08196721311475409	0.0967741935483871	6	21	16303	5	24	16	16279	16324	0.20140692558846177	1	2	GO:0038179	-	-	GO:0050789;GO:0050896	-
31	R1	e019_R1	TRUE	4.3403741185237365e-95	49	57	42	0.7368421052631579	0.8571428571428571	REAC:R-HSA-1236978	REAC	Cross-presentation of soluble exogenous antigens (endosomes)	10790	395	NA	0	0.00609756097560975	1	49	10741	42	15	7	10726	10790	0.7937202412203518	1	1	-	-	REAC:R-HSA-1236978	GO:0006508;GO:0009057	-
31	R1	e019_R1	TRUE	1.0328266650332382e-92	46	52	41	0.7884615384615384	0.8913043478260869	KEGG:03050	KEGG	Proteasome	8161	216	NA	0.05521472392638037	0.06097560975609756	10	46	8115	41	11	5	8104	8161	0.8373420357736763	1	1	-	KEGG:03050	-	GO:0006508;GO:0009057	-
32	R1	e019_R1	TRUE	2.0294382414923344e-12	98	13	8	0.6153846153846154	0.08163265306122448	GO:0007173	GO:BP	epidermal growth factor receptor signaling pathway	16324	2799	NA	0.01136363636363636	0.02247191011235955	2	98	16226	8	5	90	16221	16324	0.22270411185408895	1	4	GO:0007173	-	-	GO:0050789;GO:0065009	-
32	R1	e019_R1	TRUE	3.2155787971173786e-12	8	10	5	0.5	0.625	REAC:R-HSA-5638303	REAC	Inhibition of Signaling by Overexpressed EGFR	10790	1134	NA	0.02272727272727272	0.0449438202247191	3.5	8	10782	5	5	3	10777	10790	0.5586540324000443	2	1	-	-	REAC:R-HSA-5638303	GO:0050789;GO:0065009	-
32	R1	e019_R1	TRUE	1.2104770881622353e-8	84	10	6	0.6	0.07142857142857142	KEGG:04012	KEGG	ErbB signaling pathway	8161	240	NA	0.20454545454545456	0.21348314606741572	19	84	8077	6	4	78	8073	8161	0.20464900416562767	1	1	-	KEGG:04012	-	GO:0050789;GO:0065009	-
33	R1	e019_R1	TRUE	3.1211410335277176e-16	91	18	11	0.6111111111111112	0.12087912087912088	KEGG:04657	KEGG	IL-17 signaling pathway	8161	329	NA	0	0.09090909090909093	1	91	8070	11	7	80	8063	8161	0.26862882970205215	1	1	-	KEGG:04657	-	GO:0050789;GO:0050896	-
33	R1	e019_R1	TRUE	2.8938976065283452e-11	71	18	8	0.4444444444444444	0.11267605633802816	REAC:R-HSA-448424	REAC	Interleukin-17 signaling	10790	1178	NA	0.2	0.2727272727272727	3	71	10719	8	10	63	10709	10790	0.22138221609750472	1	1	-	-	REAC:R-HSA-448424	GO:0050789;GO:0050896	-
34	R1	e019_R1	TRUE	1.0557653929676181e-203	87	88	85	0.9659090909090908	0.9770114942528736	REAC:R-HSA-5368286	REAC	Mitochondrial translation initiation	10790	1396	NA	0.08333333333333333	0.15384615384615383	2	87	10703	85	3	2	10700	10790	0.9712111058033972	2	1	-	-	REAC:R-HSA-5368286	GO:0006412	-
35	R1	e019_R1	TRUE	2.485510367163237e-34	33	17	15	0.8823529411764706	0.4545454545454546	KEGG:04130	KEGG	SNARE interactions in vesicular transport	8161	267	NA	0	0.0108695652173913	1	33	8128	15	2	18	8126	8161	0.6323355948211181	1	1	-	KEGG:04130	-	GO:0006836;GO:0046903;GO:0016050;GO:0048284;GO:0061024;GO:0065008;GO:0051640;GO:0016192;GO:0022406	-
